sigma_e,sigma_eta,delta,kappa,log10_kappa
0.049999999999999996,0.03,0.65,654.078742016715,2.81563003450903
0.049999999999999996,0.03,0.725,2019.365556969848,3.3052149445029255
0.049999999999999996,0.03,0.8,24.924477307975483,1.3966260594754807
0.055,0.005,0.05,416.23561208272764,2.6193392346199067
0.055,0.005,0.125,104.18411600332425,2.0178015111137664
0.055,0.005,0.2,27.415892340591668,1.4380023859950974
0.055,0.005,0.27499999999999997,22.428107738989294,1.3507926336729412
0.055,0.005,0.35,31.752803857458307,1.5017820806849245
0.055,0.005,0.425,16.3454867346639,1.213397857497075
0.055,0.005,0.49999999999999994,9.634997433434728,0.9838516033043639
0.055,0.005,0.5750000000000001,87.91446025028645,1.9440603141000223
0.055,0.005,0.65,248.39035427519906,2.3951347269055443
0.055,0.005,0.725,540.9727917832907,2.7331754228227867
0.055,0.005,0.8,29.335945335509482,1.4674000876905915
0.055,0.005884519781214263,0.05,309.6527822221878,2.4908749864877353
0.055,0.005884519781214263,0.125,106.45480341517751,2.02716526229516
0.055,0.005884519781214263,0.2,39.95790844041127,1.6016027474077739
0.055,0.005884519781214263,0.27499999999999997,19.051289084517485,1.279924367064219
0.055,0.005884519781214263,0.35,15.270458587298199,1.1838520795542948
0.055,0.005884519781214263,0.425,10.709543565698088,1.0297709618568074
0.055,0.005884519781214263,0.49999999999999994,30.109144889042177,1.4786984215624481
0.055,0.005884519781214263,0.5750000000000001,78.52270203043555,1.8949952356136246
0.055,0.005884519781214263,0.65,24.895084514768197,1.3961136049732041
0.055,0.005884519781214263,0.725,12.98854767853252,1.11356059291591
0.055,0.005884519781214263,0.8,90.87837555709305,1.958460555460959
0.055,0.006925514611100392,0.05,226.70097484727805,2.3554533876601886
0.055,0.006925514611100392,0.125,116.90859182107394,2.0678464294113326
0.055,0.006925514611100392,0.2,47.977986345229986,1.6810420165057849
0.055,0.006925514611100392,0.27499999999999997,66.32588070248397,1.8216830254344585
0.055,0.006925514611100392,0.35,12.260676499924998,1.0885144336472306
0.055,0.006925514611100392,0.425,19.270808245943215,1.2848999299845645
0.055,0.006925514611100392,0.49999999999999994,40.83473104438108,1.6110296994781923
0.055,0.006925514611100392,0.5750000000000001,15.915275099734691,1.2018141499167563
0.055,0.006925514611100392,0.65,26.88485623051291,1.429507718385693
0.055,0.006925514611100392,0.725,16.33252967149149,1.213053455850267
0.055,0.006925514611100392,0.8,47.78539570214792,1.6792951866730745
0.055,0.008150665544821734,0.05,354.82430364736064,2.5500133591260106
0.055,0.008150665544821734,0.125,138.4804297139918,2.141388402514116
0.055,0.008150665544821734,0.2,113.63812568158593,2.055524061966971
0.055,0.008150665544821734,0.27499999999999997,35.46884278793489,1.5498470193427447
0.055,0.008150665544821734,0.35,16.065018414596473,1.2058812276997406
0.055,0.008150665544821734,0.425,17.065222647420207,1.232111958827094
0.055,0.008150665544821734,0.49999999999999994,38.78304443054962,1.5886418977672352
0.055,0.008150665544821734,0.5750000000000001,22.922966682415446,1.3602708231743208
0.055,0.008150665544821734,0.65,18.27523545378644,1.2618629810127417
0.055,0.008150665544821734,0.725,121.1148290475758,2.08319732051099
0.055,0.008150665544821734,0.8,111.49514485995714,2.047255956115675
0.055,0.009592550525713006,0.05,190.68424791486274,2.2803148182363095
0.055,0.009592550525713006,0.125,200.46386628660343,2.3020361022102667
0.055,0.009592550525713006,0.2,44.20860374193438,1.6455067986256433
0.055,0.009592550525713006,0.27499999999999997,18.894624638467402,1.2763382686234186
0.055,0.009592550525713006,0.35,36.34917395817449,1.5604945458832853
0.055,0.009592550525713006,0.425,12.424235373989083,1.0942696703972854
0.055,0.009592550525713006,0.49999999999999994,7.101150977646863,0.8513287462865271
0.055,0.009592550525713006,0.5750000000000001,54.91330336055596,1.7396775698814682
0.055,0.009592550525713006,0.65,17.66151794713433,1.2470280269728016
0.055,0.009592550525713006,0.725,36.59679897420555,1.563443100459022
0.055,0.009592550525713006,0.8,122.25388082495664,2.087262654250567
0.055,0.011289510664171094,0.05,68.28984577553004,1.834356131917235
0.055,0.011289510664171094,0.125,99.95067868251321,1.999785747399306
0.055,0.011289510664171094,0.2,72.68794622447759,1.861462398173758
0.055,0.011289510664171094,0.27499999999999997,40.289863449865216,1.605195795482929
0.055,0.011289510664171094,0.35,27.074044573168763,1.4325531395753999
0.055,0.011289510664171094,0.425,44.743432090245115,1.6507292940361311
0.055,0.011289510664171094,0.49999999999999994,17.329106277803618,1.2387761652166926
0.055,0.011289510664171094,0.5750000000000001,13.838669939224989,1.141094351261401
0.055,0.011289510664171094,0.65,10.931933036303901,1.0386969627523488
0.055,0.011289510664171094,0.725,48.450699748837714,1.685300053726607
0.055,0.011289510664171094,0.8,33.53946882920736,1.5255561803222173
0.055,0.013286669764708835,0.05,60.23359501633651,1.779838784624403
0.055,0.013286669764708835,0.125,117.14723034589296,2.068732025244424
0.055,0.013286669764708835,0.2,86.58546584640618,1.937444997878235
0.055,0.013286669764708835,0.27499999999999997,29.763943106032233,1.4736904657096273
0.055,0.013286669764708835,0.35,29.56002478265156,1.4707047938284818
0.055,0.013286669764708835,0.425,40.56548599607273,1.6081566834236527
0.055,0.013286669764708835,0.49999999999999994,26.51413414807203,1.4234774492613198
0.055,0.013286669764708835,0.5750000000000001,24.66515344873946,1.392083821672618
0.055,0.013286669764708835,0.65,31.271571417669605,1.4951497053834961
0.055,0.013286669764708835,0.725,26.286152571685054,1.4197270243275733
0.055,0.013286669764708835,0.8,42.06983740179342,1.6239708334897716
0.055,0.015637134211378124,0.05,114.99395231817668,2.06067500084137
0.055,0.015637134211378124,0.125,45.313622995814065,1.656228787056405
0.055,0.015637134211378124,0.2,112.19955967526131,2.0499911525442114
0.055,0.015637134211378124,0.27499999999999997,37.04630959406454,1.568744951782026
0.055,0.015637134211378124,0.35,39.770614272262165,1.5995622988812184
0.055,0.015637134211378124,0.425,73.49283081618765,1.8662449759709105
0.055,0.015637134211378124,0.49999999999999994,47.88255392868787,1.680177306470297
0.055,0.015637134211378124,0.5750000000000001,49.03686905554705,1.6905227332210562
0.055,0.015637134211378124,0.65,58.57319422331762,1.7676989084352421
0.055,0.015637134211378124,0.725,61.79114277781767,1.7909262272183146
0.055,0.015637134211378124,0.8,38.01244770982435,1.5799258357342245
0.055,0.018403405117671374,0.05,42.935194572688616,1.6328134353645531
0.055,0.018403405117671374,0.125,158.5165510507373,2.200074614533159
0.055,0.018403405117671374,0.2,70.35343343100055,1.847285296991115
0.055,0.018403405117671374,0.27499999999999997,56.1745290076544,1.7495394397874864
0.055,0.018403405117671374,0.35,42.121494349707895,1.624503770308319
0.055,0.018403405117671374,0.425,58.06113604887273,1.7638855291692637
0.055,0.018403405117671374,0.49999999999999994,43.59977401709861,1.6394842382735992
0.055,0.018403405117671374,0.5750000000000001,45.14983149102058,1.6546561337711971
0.055,0.018403405117671374,0.65,47.0431711118443,1.6724965892151278
0.055,0.018403405117671374,0.725,67.14504857804695,1.8270139923656201
0.055,0.018403405117671374,0.8,93.97678009292144,1.973020560799377
0.055,0.021659040291327404,0.05,71.51164534015334,1.8543767704045817
0.055,0.021659040291327404,0.125,54.32361888083538,1.7349886936661605
0.055,0.021659040291327404,0.2,42.83027901277833,1.631750903565734
0.055,0.021659040291327404,0.27499999999999997,33.45073798320429,1.5244057035238094
0.055,0.021659040291327404,0.35,28.723964778100612,1.4582443855148897
0.055,0.021659040291327404,0.425,44.98552024366072,1.6530727473259261
0.055,0.021659040291327404,0.49999999999999994,53.863800784653854,1.7312969952240815
0.055,0.021659040291327404,0.5750000000000001,57.019235508569416,1.7560213901632777
0.055,0.021659040291327404,0.65,30.782943676162475,1.4883101476977396
0.055,0.021659040291327404,0.725,110.78490485553127,2.0444805890516493
0.055,0.021659040291327404,0.8,316.28906235349206,2.5000841737631605
0.055,0.02549061020728657,0.05,19.59673081857977,1.2921836271793832
0.055,0.02549061020728657,0.125,57.468694828871584,1.7594313339867413
0.055,0.02549061020728657,0.2,19.543141782981955,1.2909943827875827
0.055,0.02549061020728657,0.27499999999999997,104.00178888591601,2.0170408094584
0.055,0.02549061020728657,0.35,82.17402095136626,1.9147345384554924
0.055,0.02549061020728657,0.425,36.362168590875356,1.5606497760616478
0.055,0.02549061020728657,0.49999999999999994,82.75753865646551,1.9178075655629205
0.055,0.02549061020728657,0.5750000000000001,68.83278717554496,1.8377953553513808
0.055,0.02549061020728657,0.65,94.86776931528462,1.977118688865152
0.055,0.02549061020728657,0.725,704.3045017309647,2.847760464298435
0.055,0.02549061020728657,0.8,119.51849425945736,2.07743511309475
0.055,0.03,0.05,8.602899626549148,0.9346448558438547
0.055,0.03,0.125,79.47672397091185,1.9002399571962296
0.055,0.03,0.2,30.039312870890548,1.4776899942511188
0.055,0.03,0.27499999999999997,20.307945693361074,1.3076659933624102
0.055,0.03,0.35,91.040395640589,1.959234136398879
0.055,0.03,0.425,103.69636331806579,2.015763525737246
0.055,0.03,0.49999999999999994,230.94852909269954,2.363515200577117
0.055,0.03,0.5750000000000001,131.85196639091188,2.12008661108322
0.055,0.03,0.65,558.9628870012133,2.7473829733503696
0.055,0.03,0.725,464.0462681327545,2.6665612844190303
0.055,0.03,0.8,312.6430319582626,2.495048753772168
0.06,0.005,0.05,257.9554831219498,2.411544763704957
0.06,0.005,0.125,254.82873299427186,2.406248394924414
0.06,0.005,0.2,63.059480514164065,1.7997503886960398
0.06,0.005,0.27499999999999997,80.4843470285287,1.9057114249623304
0.06,0.005,0.35,183.9444569552648,2.26468670518692
0.06,0.005,0.425,201.28055640169154,2.303801824291061
0.06,0.005,0.49999999999999994,36.7902982411928,1.5657333084611709
0.06,0.005,0.5750000000000001,21.169961210148326,1.325720062259659
0.06,0.005,0.65,27.065253298564713,1.4324120959256637
0.06,0.005,0.725,72.988398145155,1.863253832422178
0.06,0.005,0.8,48.16946326641055,1.6827718071669393
0.06,0.005884519781214263,0.05,472.0066327182995,2.673948101457644
0.06,0.005884519781214263,0.125,125.79205882518116,2.099653225232764
0.06,0.005884519781214263,0.2,22.145935444918344,1.34529402961901
0.06,0.005884519781214263,0.27499999999999997,19.683842475363587,1.2941098808309468
0.06,0.005884519781214263,0.35,14.7545442548814,1.1689257993563464
0.06,0.005884519781214263,0.425,145.0614118680178,2.1615519000904686
0.06,0.005884519781214263,0.49999999999999994,5.554418729373682,0.7446386166820858
0.06,0.005884519781214263,0.5750000000000001,18.406747660324648,1.2649770585771354
0.06,0.005884519781214263,0.65,54.09459835545793,1.733153900567943
0.06,0.005884519781214263,0.725,77.06581410429928,1.8868617705498536
0.06,0.005884519781214263,0.8,61.047015580609894,1.7856644373463546
0.06,0.006925514611100392,0.05,744.519558287299,2.871876111013219
0.06,0.006925514611100392,0.125,102.3521612831213,2.010097017720783
0.06,0.006925514611100392,0.2,53.368229874456425,1.7272827982972203
0.06,0.006925514611100392,0.27499999999999997,18.859204909731517,1.2755233792499319
0.06,0.006925514611100392,0.35,55.49606529754356,1.7442621924894965
0.06,0.006925514611100392,0.425,43.013995508260635,1.6336097854184517
0.06,0.006925514611100392,0.49999999999999994,16.02539121878341,1.2048086405050484
0.06,0.006925514611100392,0.5750000000000001,23.731116606469552,1.3753181733045408
0.06,0.006925514611100392,0.65,24.78866111415576,1.3942530702758096
0.06,0.006925514611100392,0.725,15.302748109318726,1.1847694296111537
0.06,0.006925514611100392,0.8,45.93604963047825,1.6621536443755063
0.06,0.008150665544821734,0.05,564.0716730666699,2.7513342905785576
0.06,0.008150665544821734,0.125,164.9252030264945,2.2172870273787266
0.06,0.008150665544821734,0.2,66.76858785567443,1.824572191075872
0.06,0.008150665544821734,0.27499999999999997,37.68938503980628,1.5762190513260292
0.06,0.008150665544821734,0.35,28.042322302827866,1.4478139765392932
0.06,0.008150665544821734,0.425,11.182088900343178,1.0485229406837886
0.06,0.008150665544821734,0.49999999999999994,32.13476356142564,1.5069751088412247
0.06,0.008150665544821734,0.5750000000000001,6.832187981049043,0.8345598070382643
0.06,0.008150665544821734,0.65,97.7143551682777,1.9899583703963903
0.06,0.008150665544821734,0.725,56.74085336150883,1.753895863137793
0.06,0.008150665544821734,0.8,56.28214957777983,1.750370676039547
0.06,0.009592550525713006,0.05,183.3927437405032,2.263382148041732
0.06,0.009592550525713006,0.125,100.22203629445515,2.0009632224182448
0.06,0.009592550525713006,0.2,107.59366145505679,2.0317866869792858
0.06,0.009592550525713006,0.27499999999999997,20.66833943591888,1.3153055853458528
0.06,0.009592550525713006,0.35,17.86444205060758,1.2519894566914787
0.06,0.009592550525713006,0.425,33.98454719486346,1.5312814878206684
0.06,0.009592550525713006,0.49999999999999994,36.77629512602954,1.5655679759253023
0.06,0.009592550525713006,0.5750000000000001,31.579519078510287,1.499405511893315
0.06,0.009592550525713006,0.65,26.637262179208314,1.4254895853043859
0.06,0.009592550525713006,0.725,66.51898694472675,1.8229456264815578
0.06,0.009592550525713006,0.8,24.99148971626338,1.3977921447326782
0.06,0.011289510664171094,0.05,62.855431903983074,1.7983428149414664
0.06,0.011289510664171094,0.125,322.3905921913879,2.5083823599972574
0.06,0.011289510664171094,0.2,43.20332882996728,1.6355172106294729
0.06,0.011289510664171094,0.27499999999999997,31.781951194823055,1.5021805564060418
0.06,0.011289510664171094,0.35,13.938882002044886,1.1442279416375956
0.06,0.011289510664171094,0.425,33.59511472927426,1.5262761285692465
0.06,0.011289510664171094,0.49999999999999994,41.12235218249167,1.6140779481725345
0.06,0.011289510664171094,0.5750000000000001,18.877206647604723,1.2759377300423578
0.06,0.011289510664171094,0.65,17.824891530450376,1.2510268957261366
0.06,0.011289510664171094,0.725,39.434144850628485,1.5958724273687113
0.06,0.011289510664171094,0.8,20.39164185430596,1.3094521948589877
0.06,0.013286669764708835,0.05,78.79840388891186,1.8965174206715547
0.06,0.013286669764708835,0.125,101.45302838148487,2.006265015289899
0.06,0.013286669764708835,0.2,86.77841185774001,1.9384116977898365
0.06,0.013286669764708835,0.27499999999999997,42.41856705991254,1.6275559935420703
0.06,0.013286669764708835,0.35,30.746276068421032,1.4877925223594706
0.06,0.013286669764708835,0.425,13.801613267784607,1.139929853962588
0.06,0.013286669764708835,0.49999999999999994,85.1233164045178,1.930048535394165
0.06,0.013286669764708835,0.5750000000000001,30.911917542570826,1.4901259462579717
0.06,0.013286669764708835,0.65,69.73734547800994,1.8434654121223588
0.06,0.013286669764708835,0.725,25.35822081441838,1.4041187792733176
0.06,0.013286669764708835,0.8,40.59709564614443,1.608494964858702
0.06,0.015637134211378124,0.05,48.39618348235538,1.6848111145802334
0.06,0.015637134211378124,0.125,161.7815613862208,2.208929022563436
0.06,0.015637134211378124,0.2,62.525112081585874,1.7960544789130661
0.06,0.015637134211378124,0.27499999999999997,34.359347494567125,1.536044907714511
0.06,0.015637134211378124,0.35,40.17645318172854,1.6039715941445838
0.06,0.015637134211378124,0.425,10.232173384708602,1.0099678906754652
0.06,0.015637134211378124,0.49999999999999994,43.20847852528186,1.635568974024539
0.06,0.015637134211378124,0.5750000000000001,63.94616354673408,1.8058144940771768
0.06,0.015637134211378124,0.65,69.32372076220278,1.840881864242798
0.06,0.015637134211378124,0.725,123.04873693521617,2.090077160136495
0.06,0.015637134211378124,0.8,60.73970807873514,1.7834727003234525
0.06,0.018403405117671374,0.05,88.40371523936875,1.9464705169819851
0.06,0.018403405117671374,0.125,81.03851868202938,1.908691493876159
0.06,0.018403405117671374,0.2,329.9307709566094,2.51842282186077
0.06,0.018403405117671374,0.27499999999999997,25.17568219456976,1.4009812476198198
0.06,0.018403405117671374,0.35,38.49331779226003,1.5853853451494706
0.06,0.018403405117671374,0.425,82.03903594829112,1.9140205482736394
0.06,0.018403405117671374,0.49999999999999994,47.61540023661247,1.677747439192692
0.06,0.018403405117671374,0.5750000000000001,20.041123514076936,1.3019220646147065
0.06,0.018403405117671374,0.65,43.14783353480881,1.6349589945472098
0.06,0.018403405117671374,0.725,75.41406894090541,1.8774523736341209
0.06,0.018403405117671374,0.8,21.62230381011729,1.3349019652286296
0.06,0.021659040291327404,0.05,58.42099827438853,1.76656897374938
0.06,0.021659040291327404,0.125,60.60419090467703,1.7825026575630287
0.06,0.021659040291327404,0.2,26.280433463680424,1.4196325241043346
0.06,0.021659040291327404,0.27499999999999997,41.83626613980738,1.6215529170819984
0.06,0.021659040291327404,0.35,31.30398988452141,1.4955996945560135
0.06,0.021659040291327404,0.425,51.33807388758562,1.710439570691387
0.06,0.021659040291327404,0.49999999999999994,64.26218029095163,1.8079554562336446
0.06,0.021659040291327404,0.5750000000000001,40.31684430434326,1.6054865315018267
0.06,0.021659040291327404,0.65,74.37487236350417,1.8714262334341065
0.06,0.021659040291327404,0.725,30.679569109583163,1.4868492557122608
0.06,0.021659040291327404,0.8,216.09692725633553,2.3346485915703985
0.06,0.02549061020728657,0.05,124.60092258170224,2.09552125797852
0.06,0.02549061020728657,0.125,61.61629673426011,1.789695592776667
0.06,0.02549061020728657,0.2,110.74837814949299,2.04433737493228
0.06,0.02549061020728657,0.27499999999999997,45.911105425656366,1.6619177496269029
0.06,0.02549061020728657,0.35,31.303183261177303,1.4955885037595045
0.06,0.02549061020728657,0.425,60.155671716189374,1.7792765806188462
0.06,0.02549061020728657,0.49999999999999994,50.31482073443312,1.7016959296903584
0.06,0.02549061020728657,0.5750000000000001,81.61657888285002,1.9117783865235145
0.06,0.02549061020728657,0.65,51.10141208601984,1.7084329011658905
0.06,0.02549061020728657,0.725,275.322898836986,2.4398423335327175
0.06,0.02549061020728657,0.8,58.3354651834974,1.765932665403972
0.06,0.03,0.05,39.50754628887623,1.5966800576163385
0.06,0.03,0.125,15.495803438117719,1.190214098787316
0.06,0.03,0.2,19.006415141686052,1.2789002109738452
0.06,0.03,0.27499999999999997,31.791748525091855,1.5023144144802314
0.06,0.03,0.35,78.24233430255741,1.893441798829609
0.06,0.03,0.425,63.90859152199504,1.8055592462613403
0.06,0.03,0.49999999999999994,88.65549831151371,1.9477056752138873
0.06,0.03,0.5750000000000001,156.60001351585325,2.194791795205068
0.06,0.03,0.65,135.10417331746606,2.130668764423611
0.06,0.03,0.725,212.70003487694484,2.327767561115063
0.06,0.03,0.8,1099.153319131902,3.0410582756889832
0.065,0.005,0.05,177.7909773487733,2.249909717336854
0.065,0.005,0.125,39.23931235029212,1.5937213879767596
0.065,0.005,0.2,25.07220177440348,1.3991924742249222
0.065,0.005,0.27499999999999997,11.356377750802935,1.0552398301694863
0.065,0.005,0.35,8.299242965635846,0.9190384790216731
0.065,0.005,0.425,19.318698152612043,1.2859778568524294
0.065,0.005,0.49999999999999994,120.75577271134033,2.081907901301438
0.065,0.005,0.5750000000000001,88.61068604427415,1.947486098977517
0.065,0.005,0.65,231.80841336187086,2.3651291943986137
0.065,0.005,0.725,465.774407598726,2.6681756221462822
0.065,0.005,0.8,124.40148237669152,2.094825555468799
0.065,0.005884519781214263,0.05,511.1926710287714,2.708584618713373
0.065,0.005884519781214263,0.125,49.36380635315426,1.6934086399724404
0.065,0.005884519781214263,0.2,22.17699237268834,1.3459026471100872
0.065,0.005884519781214263,0.27499999999999997,65.99715131195059,1.8195251901448897
0.065,0.005884519781214263,0.35,15.131979618148815,1.1798957476529914
0.065,0.005884519781214263,0.425,18.09572790778743,1.2575760574622992
0.065,0.005884519781214263,0.49999999999999994,20.611255508022403,1.3141044470727048
0.065,0.005884519781214263,0.5750000000000001,37.72095742221164,1.5765827073395862
0.065,0.005884519781214263,0.65,41.341533381666366,1.6163865808264934
0.065,0.005884519781214263,0.725,17.193179209313605,1.2353561899738048
0.065,0.005884519781214263,0.8,68.13521355842622,1.8333716214805218
0.065,0.006925514611100392,0.05,388.77007204424154,2.5896928250651667
0.065,0.006925514611100392,0.125,183.2531367015685,2.2630514170950145
0.065,0.006925514611100392,0.2,43.6021911305042,1.6395083143139195
0.065,0.006925514611100392,0.27499999999999997,23.182976541033522,1.3651691957499108
0.065,0.006925514611100392,0.35,30.389808589677916,1.4827279646831528
0.065,0.006925514611100392,0.425,32.08251054529767,1.5062683456878152
0.065,0.006925514611100392,0.49999999999999994,26.606758263624215,1.4249919638417754
0.065,0.006925514611100392,0.5750000000000001,37.77625921548615,1.5772189498137765
0.065,0.006925514611100392,0.65,13.149511878825898,1.118909631740837
0.065,0.006925514611100392,0.725,90.93265070653251,1.9587198510503483
0.065,0.006925514611100392,0.8,98.74927701663005,1.9945339246647005
0.065,0.008150665544821734,0.05,203.29297379844888,2.308122368833348
0.065,0.008150665544821734,0.125,222.93460639587093,2.34817748974624
0.065,0.008150665544821734,0.2,41.54881584632322,1.618558650773898
0.065,0.008150665544821734,0.27499999999999997,22.232119847910088,1.3469808749507532
0.065,0.008150665544821734,0.35,33.433689731010716,1.524184307833747
0.065,0.008150665544821734,0.425,3.6090294181028817,0.5573904221170519
0.065,0.008150665544821734,0.49999999999999994,15.382119027562162,1.1870161676231306
0.065,0.008150665544821734,0.5750000000000001,10.1046799152566,1.0045225609745791
0.065,0.008150665544821734,0.65,42.36444166777435,1.6270014870983245
0.065,0.008150665544821734,0.725,182.65592140516017,2.261633755890403
0.065,0.008150665544821734,0.8,85.41561856569786,1.9315372903225687
0.065,0.009592550525713006,0.05,154.27764433925097,2.1883029990151415
0.065,0.009592550525713006,0.125,126.11130397546299,2.100754016264916
0.065,0.009592550525713006,0.2,69.12269203551465,1.8396206437272367
0.065,0.009592550525713006,0.27499999999999997,36.456596857541506,1.561776125784368
0.065,0.009592550525713006,0.35,78.85624620852602,1.8968360995223281
0.065,0.009592550525713006,0.425,22.62156040699438,1.3545225587138405
0.065,0.009592550525713006,0.49999999999999994,34.015492501984305,1.531676763385537
0.065,0.009592550525713006,0.5750000000000001,21.003324778294814,1.3222880479994108
0.065,0.009592550525713006,0.65,42.17242768902996,1.6250286022385338
0.065,0.009592550525713006,0.725,6.367012080764738,0.8039356738947018
0.065,0.009592550525713006,0.8,12.653723903115138,1.1022183541738877
0.065,0.011289510664171094,0.05,146.85161278419864,2.166878720483823
0.065,0.011289510664171094,0.125,118.82136018131743,2.0748945195594315
0.065,0.011289510664171094,0.2,65.59837617551932,1.8168930889680388
0.065,0.011289510664171094,0.27499999999999997,20.632823158348078,1.3145586559036797
0.065,0.011289510664171094,0.35,39.16577572924628,1.592906732732188
0.065,0.011289510664171094,0.425,15.882517481474418,1.2009193420242172
0.065,0.011289510664171094,0.49999999999999994,34.351729518135485,1.535948607517078
0.065,0.011289510664171094,0.5750000000000001,44.08637346911014,1.6443043753713236
0.065,0.011289510664171094,0.65,14.359948542497143,1.1571528836563105
0.065,0.011289510664171094,0.725,22.85636580156209,1.3590071780365964
0.065,0.011289510664171094,0.8,35.46558509218816,1.5498071290009232
0.065,0.013286669764708835,0.05,53.75944619521798,1.730454786169286
0.065,0.013286669764708835,0.125,178.64218852706077,2.2519840305929604
0.065,0.013286669764708835,0.2,42.130338428178725,1.624594947778645
0.065,0.013286669764708835,0.27499999999999997,52.21476567875175,1.7177933333855802
0.065,0.013286669764708835,0.35,32.995774329289816,1.5184583246360654
0.065,0.013286669764708835,0.425,26.50048110443995,1.4232537584314064
0.065,0.013286669764708835,0.49999999999999994,34.55729973073891,1.5385397998411219
0.065,0.013286669764708835,0.5750000000000001,16.06604539747147,1.2059089898054947
0.065,0.013286669764708835,0.65,21.45206813989359,1.3314691677769892
0.065,0.013286669764708835,0.725,15.506185068194503,1.1905049630215971
0.065,0.013286669764708835,0.8,48.75211419887373,1.6879934541883008
0.065,0.015637134211378124,0.05,44.35366667587556,1.6469295283678818
0.065,0.015637134211378124,0.125,72.91096100151043,1.8627928224830823
0.065,0.015637134211378124,0.2,79.68674935318332,1.9013861110921724
0.065,0.015637134211378124,0.27499999999999997,38.08332951408937,1.5807349104683523
0.065,0.015637134211378124,0.35,27.386538172811047,1.4375371382245972
0.065,0.015637134211378124,0.425,9.387004277239532,0.9725270157545426
0.065,0.015637134211378124,0.49999999999999994,21.524740243755826,1.3329379191786925
0.065,0.015637134211378124,0.5750000000000001,38.85184743068872,1.5894116746138411
0.065,0.015637134211378124,0.65,15.42737672276149,1.1882920847355352
0.065,0.015637134211378124,0.725,28.501645648759045,1.4548699363433166
0.065,0.015637134211378124,0.8,29.365290191787217,1.4678342969572549
0.065,0.018403405117671374,0.05,65.78901927440623,1.8181534123602758
0.065,0.018403405117671374,0.125,316.9981148856193,2.501056679576718
0.065,0.018403405117671374,0.2,86.69497395581564,1.9379939204689893
0.065,0.018403405117671374,0.27499999999999997,44.16026912618723,1.6450317114526167
0.065,0.018403405117671374,0.35,53.94491453641907,1.7319505093920298
0.065,0.018403405117671374,0.425,32.1594747638187,1.5073089471336905
0.065,0.018403405117671374,0.49999999999999994,32.32160049029282,1.5094928578851214
0.065,0.018403405117671374,0.5750000000000001,18.737488797840104,1.272711386214565
0.065,0.018403405117671374,0.65,51.276235430466365,1.709916132895512
0.065,0.018403405117671374,0.725,86.08402076001326,1.934922543558212
0.065,0.018403405117671374,0.8,52.16884604895236,1.7174112304330325
0.065,0.021659040291327404,0.05,196.8411291060498,2.2941158475382295
0.065,0.021659040291327404,0.125,82.03123444985269,1.9139792470955928
0.065,0.021659040291327404,0.2,58.72725212834645,1.7688396805055626
0.065,0.021659040291327404,0.27499999999999997,56.04058208271336,1.748502637570153
0.065,0.021659040291327404,0.35,30.55991242967768,1.4851521054219032
0.065,0.021659040291327404,0.425,53.01877703824636,1.7244297058250875
0.065,0.021659040291327404,0.49999999999999994,54.50774602865805,1.7364582237162847
0.065,0.021659040291327404,0.5750000000000001,47.9552034722139,1.680835738027239
0.065,0.021659040291327404,0.65,58.585516661851244,1.7677902642898438
0.065,0.021659040291327404,0.725,34.881553780694226,1.542595822113514
0.065,0.021659040291327404,0.8,69.08054014221912,1.8393557246665286
0.065,0.02549061020728657,0.05,30.434071638242553,1.4833600585602693
0.065,0.02549061020728657,0.125,40.90483754134308,1.6117746721461108
0.065,0.02549061020728657,0.2,20.827378253405136,1.3186346044777455
0.065,0.02549061020728657,0.27499999999999997,33.9028588869607,1.530236321993068
0.065,0.02549061020728657,0.35,30.395178984527,1.482804705106989
0.065,0.02549061020728657,0.425,51.512301193401896,1.7119109514195627
0.065,0.02549061020728657,0.49999999999999994,32.059166929600714,1.5059522328472545
0.065,0.02549061020728657,0.5750000000000001,83.41943317380971,1.9212672345349506
0.065,0.02549061020728657,0.65,50.85013711378415,1.706292128304576
0.065,0.02549061020728657,0.725,36.18633684292921,1.5585446215325534
0.065,0.02549061020728657,0.8,173.60979512308683,2.2395742245726087
0.065,0.03,0.05,10.601925499321824,1.0253847480749851
0.065,0.03,0.125,40.96546546334455,1.612417893822868
0.065,0.03,0.2,22.334336189934042,1.3489730491144243
0.065,0.03,0.27499999999999997,36.66229489525118,1.564219646364066
0.065,0.03,0.35,32.84008279997081,1.516404243439032
0.065,0.03,0.425,43.68165004204893,1.6402990351596385
0.065,0.03,0.49999999999999994,22.913483796533995,1.360091124919916
0.065,0.03,0.5750000000000001,49.72664270615525,1.6965891388338727
0.065,0.03,0.65,306.63184812958525,2.4866172605921153
0.065,0.03,0.725,372.99218775030783,2.5716997356894833
0.065,0.03,0.8,260.3782942012112,2.4156047775092664
0.07,0.005,0.05,155.8461709103632,2.192696136270036
0.07,0.005,0.125,108.99500550630188,2.03740659765852
0.07,0.005,0.2,25.871825690336934,1.4128270765426973
0.07,0.005,0.27499999999999997,97.25816818808812,1.9879260855766268
0.07,0.005,0.35,290.15607322459164,2.4626316651653224
0.07,0.005,0.425,4.505846946376182,0.6537764356183553
0.07,0.005,0.49999999999999994,360.3849820345599,2.5567666847614783
0.07,0.005,0.5750000000000001,237.90164720145938,2.3763974490487323
0.07,0.005,0.65,22.184391525123438,1.3460475213597511
0.07,0.005,0.725,245.59963859374025,2.390227723393968
