depth,width,dropout,residual,lr,weight_decay,lambda_e,lambda_eta,lambda_d,best_val_loss,val_mse_e,val_mse_eta,val_mse_d,best_epoch
2,128,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06314764565063848,0.0038557740626856685,0.026358729745778773,0.03293314162227842,51
2,128,0.1,False,0.001,0.001,1.0,1.0,2.0,0.09393408304701249,0.0029473851738859797,0.025068095936957333,0.032959300765974656,32
2,128,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.05486126523464918,0.0017133407268880142,0.022787728269274037,0.030360196432512667,160
2,128,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.0865955807061659,0.002342899029220765,0.023241465885399118,0.030505607758338254,102
2,128,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.05567425127244658,0.0016432389157772479,0.022233726016970143,0.03179728710610005,155
2,128,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.08369951384762923,0.0017245733114476833,0.022478789220460586,0.029748075615821615,165
2,128,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.05766379496910506,0.0021126918953895154,0.023784915761401255,0.031766187503106065,83
2,128,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.08932080885602368,0.0020024241303973314,0.024829837571208675,0.031244273504449263,79
2,128,0.1,True,0.001,0.0,1.0,1.0,1.0,0.056356289630962744,0.0009464490867685527,0.024205791582870815,0.031204048725258973,90
2,128,0.1,True,0.001,0.0,1.0,1.0,2.0,0.09032193260888259,0.001664868661060205,0.024356460043539602,0.0321503019788199,41
2,128,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.0559309642865426,0.001139959949392101,0.02349264443748527,0.0312983595714387,79
2,128,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.08969969933645593,0.001777023471529699,0.02409423533309665,0.031914220139798194,56
2,128,0.1,True,0.001,0.001,1.0,1.0,1.0,0.06197390736391147,0.0020982519878695407,0.025494786496791575,0.0343808696553525,45
2,128,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09594646520498726,0.0026076282342223246,0.02535902582005494,0.033989905664283365,36
2,128,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.05327650351035926,0.000928766094148159,0.022437759882046118,0.029909977663515344,139
2,128,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08001770317140552,0.0008569441811737812,0.022488521800066035,0.028336118596295517,222
2,128,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.054078999182416335,0.0012461635827397306,0.02220958303142753,0.03062325278814468,105
2,128,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.07865367519358794,0.0013461579316450905,0.022080412522579234,0.02761355239070124,215
2,128,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.05427793196092049,0.0014844299827624734,0.021946407828686967,0.030847094694359437,221
2,128,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.08366122997055452,0.0017316250208144386,0.023080433330809075,0.02942458586767316,163
2,256,0.0,False,0.001,0.0,1.0,1.0,1.0,0.051334165761040315,0.0010502396778772688,0.022755786931763094,0.027528139322789177,104
2,256,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07797777766568793,0.0013681751249047618,0.024015179369598627,0.026297211879864335,100
2,256,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05275596885217561,0.0017385440749219721,0.022748555393061705,0.028268869319516752,53
2,256,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.0806681958751546,0.0012185934012652272,0.024162481150900323,0.027643560716468427,112
2,256,0.0,False,0.001,0.001,1.0,1.0,1.0,0.05525586800649762,0.0016397036508553559,0.022984630402384534,0.03063153390151759,60
2,256,0.0,False,0.001,0.001,1.0,1.0,2.0,0.0823629508829779,0.0016291324282065034,0.022800649128233392,0.0289665840100497,74
2,256,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.0522097524565955,0.0007553175722326463,0.022290190837035578,0.029164243722334504,60
2,256,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.07895260293864542,0.0008183725149137899,0.023510275072314672,0.027311977801016636,115
2,256,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.0505491200213631,0.0009835021515350996,0.021461448502830334,0.028104169501198664,139
2,256,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.07886082492768764,0.0010628201982601443,0.021888116245261498,0.027954944228339527,96
2,256,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.04903406980964872,0.0012147745664050388,0.021113939091770187,0.026705355719766684,252
2,256,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.07778958075990279,0.0016199998693385471,0.021857781542672053,0.027155899623822834,144
2,256,0.0,True,0.001,0.0,1.0,1.0,1.0,0.0534475969357623,0.0014087126085845132,0.02248471871846252,0.0295541658738835,70
2,256,0.0,True,0.001,0.0,1.0,1.0,2.0,0.08653696750601132,0.0023925257393986816,0.024192027256099716,0.029976206986854475,28
2,256,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.054630013803641,0.002397719615449508,0.023101927143418126,0.029130366604982152,49
2,256,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.07753702698068486,0.0013403688159693654,0.022426100525384147,0.02688527880753908,140
2,256,0.0,True,0.001,0.001,1.0,1.0,1.0,0.05488685549547275,0.0016033068224917063,0.02240989142511454,0.030873657437041402,123
2,256,0.0,True,0.001,0.001,1.0,1.0,2.0,0.08219752170973355,0.001723649264830682,0.023535056789923046,0.028469407930970192,115
2,256,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.051172838287634984,0.0008523742322318463,0.021919507015910413,0.028400957480900817,106
2,256,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07827765825721952,0.0007015448451663057,0.021785611959381238,0.02789525084921883,135
2,256,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.05029161346869336,0.0007532947662790926,0.02156598878920906,0.02797233015816245,156
2,256,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.08326956826365656,0.0015085786209157151,0.022645689288361207,0.029557650443166494,66
2,256,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.05354127686263786,0.0010840721774406524,0.02223681210954156,0.030220393039700057,75
2,256,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.08340954666750298,0.0012334710514147042,0.022546006702921458,0.029815034268216953,78
2,256,0.1,False,0.001,0.0,1.0,1.0,1.0,0.05579046454901496,0.0017870330484583974,0.023450064472854137,0.030553366885417037,101
2,256,0.1,False,0.001,0.0,1.0,1.0,2.0,0.08713638844589393,0.0027393314101371085,0.02385373418736789,0.030271661131539278,74
2,256,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.062227359455492764,0.0022819041268020454,0.02565378649160266,0.03429166838112804,27
2,256,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.0912035515324937,0.002732378440365816,0.027508327633970313,0.030481423277200922,47
2,256,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06476648772756259,0.003523161162674013,0.02842069375846121,0.03282263287757006,48
2,256,0.1,False,0.001,0.001,1.0,1.0,2.0,0.09579523352699147,0.0023690239985525194,0.029274851445936494,0.032075678567505546,31
2,256,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.05120563294945492,0.0012804175300213199,0.022104282423646912,0.027820932859968808,148
2,256,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.08207684475928545,0.0013150032156974906,0.022431451827287674,0.029165194576813117,106
2,256,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.05452290027298861,0.0015112867646773036,0.02284392150532868,0.03016769210807979,82
2,256,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.08130730512655443,0.0020976304529338246,0.02309398024549915,0.028057847197891936,115
2,256,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.055336305457684726,0.0018131293246470806,0.022930698469281197,0.030592477828678157,100
2,256,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.08528678978068961,0.0014571623259042907,0.023838435299694538,0.02999559616566532,120
2,256,0.1,True,0.001,0.0,1.0,1.0,1.0,0.056927700630492635,0.001540643151707223,0.023732515077831015,0.0316545421568056,29
2,256,0.1,True,0.001,0.0,1.0,1.0,2.0,0.0796686341572139,0.0015277769804621737,0.022584065277543332,0.02777839578791625,190
2,256,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.055891293877114855,0.001125506911193952,0.0229587368408425,0.03180705041935047,119
2,256,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.09013926806963152,0.0013750861301862944,0.027051974269044068,0.03085610350697405,26
2,256,0.1,True,0.001,0.001,1.0,1.0,1.0,0.058671580265379615,0.00173449817359344,0.023718662741076615,0.03321841998129255,72
2,256,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09154066702144013,0.0016631500135796766,0.024186203437339928,0.0328456564909882,71
2,256,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.055009992586241827,0.0009434743874913289,0.022762077446613047,0.031304440616319575,64
2,256,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.07505196933117178,0.0008704293625972545,0.021877922479891114,0.026151808522020776,162
2,256,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.050857109017670155,0.0007130608436354022,0.021724953600722883,0.028419094884561166,194
2,256,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08120978830589189,0.0009949341571579378,0.02217499112399916,0.029019931719327968,112
2,256,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.054407332765145436,0.0013852220840312333,0.022159734533892736,0.03086237663713594,119
2,256,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.08371967708484994,0.001391636566647018,0.02266159666598671,0.02983322204090655,161
3,64,0.0,False,0.001,0.0,1.0,1.0,1.0,0.05036366047958533,0.001266484957240108,0.021581352067490418,0.027515823383712106,111
3,64,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07427919821606742,0.0012350181285809311,0.023025642925252516,0.025009268532610603,121
3,64,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05092090031959944,0.0014561691399042804,0.022872480356858835,0.02659225044772029,119
3,64,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.07677356422775322,0.0017363516866074253,0.021494989309252963,0.02677111175014741,80
3,64,0.0,False,0.001,0.001,1.0,1.0,1.0,0.055433444782263704,0.0015871875657467172,0.023263952487872705,0.03058230455240442,50
3,64,0.0,False,0.001,0.001,1.0,1.0,2.0,0.07738209132932955,0.001840413919934589,0.022541541166396603,0.026500068061674636,121
3,64,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.05370369481129779,0.0012865438879493417,0.02224982656641967,0.03016732428740296,88
3,64,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.07755962096982533,0.0012980350697438957,0.021640041739576392,0.02731077194524308,164
3,64,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.049477290362119675,0.0007683151222105759,0.021094925028996334,0.027614050363707874,252
3,64,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.0821192077257567,0.0015905930971105893,0.022479035115490358,0.029024789885928232,121
3,64,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.051427487594385944,0.001117059207495509,0.021293435970114336,0.029016992103101477,174
3,64,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.0789735001615352,0.0014838214152001052,0.02208091435022652,0.027704382030707266,179
3,64,0.0,True,0.001,0.0,1.0,1.0,1.0,0.05087532584245006,0.001445111492001969,0.02214348520566192,0.02728672930970788,88
3,64,0.0,True,0.001,0.0,1.0,1.0,2.0,0.08311433934917052,0.0014777080990218867,0.02303419438087278,0.02930121889544858,66
3,64,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.054135273728105754,0.0011378504875918021,0.022498907883548074,0.030498515736932557,56
3,64,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.08064775168895721,0.001474405559646483,0.022433251452942688,0.02837004740205076,52
3,64,0.0,True,0.001,0.001,1.0,1.0,1.0,0.053186431216696896,0.001626286831904306,0.021789282146427367,0.02977086163850294,96
3,64,0.0,True,0.001,0.001,1.0,1.0,2.0,0.07940685014343923,0.0020961006682935273,0.02294496335606608,0.027182892818624776,88
3,64,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.05135841678000159,0.0013426366187761435,0.021783857632221446,0.02823192282165918,111
3,64,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07564917693121566,0.0012798860665902288,0.02272733212966058,0.025820979486323066,157
3,64,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.048349324303368725,0.0011050736502511427,0.02123095708278318,0.026013293588120077,271
3,64,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.07838756922218534,0.0019497827064090718,0.021789489313960075,0.027324148557252355,144
3,64,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.05116386918558015,0.0011891508765984327,0.021203668788075447,0.028771049187829096,163
3,64,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.07834110274497005,0.0013893457378597101,0.021405157658995852,0.027773299590787955,221
3,64,0.1,False,0.001,0.0,1.0,1.0,1.0,0.06584248609013027,0.0043767466365049286,0.027054335352861218,0.034411404411204986,42
3,64,0.1,False,0.001,0.0,1.0,1.0,2.0,0.09839230382608043,0.004378474401568787,0.029563594195577834,0.03222511765650577,144
3,64,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.06549712580939133,0.003950769437425252,0.027351093995902274,0.0341952621885058,60
3,64,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.09517691532770793,0.0039882654996795785,0.028416020950923365,0.03138631419278681,105
3,64,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06586723391794497,0.0036593076009820732,0.027463521756645706,0.03474440490309563,37
3,64,0.1,False,0.001,0.001,1.0,1.0,2.0,0.10390319623466995,0.004671365708216197,0.029470787124915257,0.03488052150027619,36
3,64,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.06144289889683326,0.003111049448812587,0.02448949533411198,0.033842354003960885,121
3,64,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.09480692446231842,0.0038720592533031273,0.027532430365681648,0.031701217560718455,77
3,64,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.061743849991924234,0.002706302530390935,0.024843306720463768,0.03419424112265309,108
3,64,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.09812838822189304,0.003850521429234909,0.026447218920414645,0.03391532434357537,125
3,64,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.06374588049948215,0.0034464253306699297,0.02651148372226291,0.033787971258991294,63
3,64,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.0978553406894207,0.0037668195566058988,0.027454743420498237,0.03331688900167743,66
3,64,0.1,True,0.001,0.0,1.0,1.0,1.0,0.05784037305663029,0.0014971719404760127,0.024645112454891205,0.03169808831686775,101
3,64,0.1,True,0.001,0.0,1.0,1.0,2.0,0.08279922087159422,0.0019308257130129884,0.022711055715464883,0.029078669742577605,162
3,64,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.05665574693638417,0.0016418792527272469,0.02331063847264482,0.03170322934682998,110
3,64,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.08866422137038575,0.001824444197053607,0.024777121427986357,0.031031327839526866,73
3,64,0.1,True,0.001,0.001,1.0,1.0,1.0,0.060505263714326754,0.0025455314316786826,0.024526024832286768,0.03343370771552953,75
3,64,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09452969994809893,0.0029409201168972584,0.02587827408893241,0.032855253097497754,55
3,64,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.057437568799489074,0.0014535917515685367,0.023702125530689955,0.03228185209445655,137
3,64,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08583013102826145,0.0015650606979357286,0.02413363563310769,0.030065717744744487,160
3,64,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.056595143396407366,0.0014658452758643155,0.022909431330238778,0.032219867377231516,129
3,64,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08740066757632627,0.0021622195425960752,0.023475218926452927,0.030881614838209417,103
3,64,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.055295237288292914,0.00230418535001162,0.022107846336439252,0.030883205666517217,176
3,64,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.08632309517512719,0.002434524183627218,0.0236953711654577,0.030096599676956732,113
3,128,0.0,False,0.001,0.0,1.0,1.0,1.0,0.052581384778022766,0.0013293228710406562,0.022297739413463406,0.02895432283791403,41
3,128,0.0,False,0.001,0.0,1.0,1.0,2.0,0.08236481652905543,0.0016529902673533394,0.023647019794831674,0.028532403314279184,40
3,128,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05117842032470637,0.0017237065961429228,0.021920766862523224,0.02753394738667541,61
3,128,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.07858487063397963,0.001966377742873091,0.023680882424943976,0.02646880506330894,55
3,128,0.0,False,0.001,0.001,1.0,1.0,1.0,0.0546210827305913,0.0013845501186248537,0.023373320517647598,0.029863211740222242,84
3,128,0.0,False,0.001,0.001,1.0,1.0,2.0,0.08274928014725447,0.00295111781775227,0.026368900202214718,0.02671463094237778,60
