depth,width,dropout,residual,lr,weight_decay,lambda_e,lambda_eta,lambda_d,best_val_loss,val_mse_e,val_mse_eta,val_mse_d,best_epoch
3,128,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.04897383227944374,0.0009819422088589312,0.021354364981460903,0.02663752501313057,186
3,128,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.07535795805354913,0.0012934260367829767,0.02149528422806826,0.026284623658284545,114
3,128,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.05335466553353601,0.001036363765403318,0.02204645970939762,0.030271842532480758,94
3,128,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.0804620644905501,0.0011686317092325124,0.02240766289954384,0.02844288487297793,87
3,128,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.051909932090590395,0.0010683308969924434,0.022044528430948656,0.028797073263881937,156
3,128,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.07770171078542869,0.0017329975283549477,0.021859243796724413,0.02705473478676544,109
3,128,0.0,True,0.001,0.0,1.0,1.0,1.0,0.05008938660224279,0.0008752581909195416,0.02289922095628248,0.02631490752618346,70
3,128,0.0,True,0.001,0.0,1.0,1.0,2.0,0.08133839308801624,0.0036984749021939933,0.0222984844715231,0.02767071681511071,62
3,128,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.04803875109387769,0.0012187822964430477,0.021823104626188677,0.02499686375570794,108
3,128,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.07702691066596243,0.0011409442231524736,0.022518275978250638,0.026683845220961504,68
3,128,0.0,True,0.001,0.001,1.0,1.0,1.0,0.05453922433985604,0.0015835896596804054,0.023205523534367483,0.02975011112478872,69
3,128,0.0,True,0.001,0.001,1.0,1.0,2.0,0.07802458210951752,0.00212831696585959,0.022682384122163057,0.026606940586740773,100
3,128,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.0492696643082632,0.0008029593785371011,0.02132214608395265,0.027144558960571885,119
3,128,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07827345913069116,0.0010876724182809186,0.022458861426760752,0.02736346255470481,78
3,128,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.05165832655297385,0.0008777698304685247,0.022192344742102757,0.02858821168127987,110
3,128,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.08057632028228706,0.0009576586340295358,0.021571804044975176,0.029023428732115362,83
3,128,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.050236147155778274,0.0011453201586846262,0.021661518503808312,0.027429308561194275,210
3,128,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.07837271214359337,0.001263784399876992,0.021872601394231122,0.02761816316180759,146
3,128,0.1,False,0.001,0.0,1.0,1.0,1.0,0.05819707550108433,0.002520847163395956,0.02532288044070204,0.03035334771912959,51
3,128,0.1,False,0.001,0.0,1.0,1.0,2.0,0.09260271986325581,0.005358752290097375,0.026483027238605752,0.03038047057472997,89
3,128,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.05946347707261642,0.0031243718630220327,0.025042592961755063,0.03129651185332073,74
3,128,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.08567669439233011,0.0026738144871261385,0.026329625967062183,0.02833662683972054,126
3,128,0.1,False,0.001,0.001,1.0,1.0,1.0,0.0590637627368172,0.0021792592273818124,0.024837371608656313,0.032047131616208285,95
3,128,0.1,False,0.001,0.001,1.0,1.0,2.0,0.09458029145995776,0.0033168914863684527,0.028522355688942805,0.03137052250612113,53
3,128,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.054803840091658965,0.0016459626300881307,0.023373801002485886,0.029784076096903946,137
3,128,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.0878367419872019,0.0026223687681421223,0.02423240679005782,0.030490982889508206,81
3,128,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.05590550063384904,0.0020335476082335743,0.02300622922161387,0.03086572393981947,131
3,128,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.0819958226962222,0.0019309378371367024,0.023383686060292855,0.028340599965304136,172
3,128,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.05661815353151825,0.002027285298229092,0.024348561703744862,0.03024230607681804,103
3,128,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.08214386562920278,0.0023047539935861197,0.02316149914016326,0.028338806186285283,155
3,128,0.1,True,0.001,0.0,1.0,1.0,1.0,0.05382415367704299,0.0013594173425291148,0.023692809640326433,0.028771926545434527,118
3,128,0.1,True,0.001,0.0,1.0,1.0,2.0,0.09434449300169945,0.0018983420514915553,0.026534699162261352,0.03295572603949242,25
3,128,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.05703144981008437,0.0013133666523370063,0.024051107466220856,0.03166697580470807,63
3,128,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.07880705750236909,0.0015809926666810901,0.023655000660154555,0.026785532323022682,112
3,128,0.1,True,0.001,0.001,1.0,1.0,1.0,0.06064788272811307,0.002112913339967943,0.024714037051631346,0.03382093213602073,114
3,128,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09373273545255263,0.0024212988533286583,0.02631451173995932,0.03249846233261956,36
3,128,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.055127494554552764,0.0011133564629643741,0.023158142084462777,0.030855996094437108,88
3,128,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08121398681153853,0.0011953405208057826,0.02333971123314566,0.028339467709884048,133
3,128,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.051717905741598874,0.0008292656744338779,0.021962345655386645,0.028926294555680618,192
3,128,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08449596187306775,0.0011585082651840316,0.023078705701563094,0.030129373772069812,106
3,128,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.055239630293928914,0.0015578702894142931,0.02311893606868883,0.03056282363831997,132
3,128,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.08137384957323472,0.001890044898674306,0.023445342434570193,0.02801923081278801,140
3,256,0.0,False,0.001,0.0,1.0,1.0,1.0,0.05120266146130032,0.0019294294761493802,0.022623959644180205,0.026649272819567058,79
3,256,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07482065663983424,0.002147931796369246,0.022747532231733203,0.02496259620723625,90
3,256,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05063829038085209,0.0011665209894999862,0.02373262168839574,0.02573914800046219,67
3,256,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.07644792728953892,0.0015471659555462087,0.022156322323199775,0.026372219720441435,106
3,256,0.0,False,0.001,0.001,1.0,1.0,1.0,0.05302586830738518,0.0019723177699941313,0.023537485808548,0.02751606524301072,99
3,256,0.0,False,0.001,0.001,1.0,1.0,2.0,0.07848795586162144,0.002726582338153902,0.023054615490966372,0.02635337919410732,51
3,256,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.0510563096548948,0.0010163520120032546,0.022594056842434738,0.027445900900703337,98
3,256,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.07850195736520821,0.0010959851707512927,0.023756240003017917,0.026824865852379136,101
3,256,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.050950809899303645,0.0008552668829603741,0.02167413119847576,0.028421411859906383,66
3,256,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.07908385205599996,0.0011960266710957512,0.022190458425838087,0.02784868353046477,76
3,256,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.05124716879799962,0.0015322347753681242,0.022032640563944977,0.027682293025362823,114
3,256,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.07439050761361916,0.0016973559233722174,0.02102202215852837,0.025835564877423976,182
3,256,0.0,True,0.001,0.0,1.0,1.0,1.0,0.054254619818594724,0.001152168011887827,0.023237351457484894,0.029865100358923275,36
3,256,0.0,True,0.001,0.0,1.0,1.0,2.0,0.07647187542170286,0.0011711023188480693,0.02266995350105895,0.026315409793621965,80
3,256,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.0563471604966455,0.0011985409138206807,0.024889589235600498,0.030259030405431986,25
3,256,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.0746164511785739,0.0010310454769448067,0.02206636559114688,0.025759520035030112,106
3,256,0.0,True,0.001,0.001,1.0,1.0,1.0,0.05667736753821373,0.0019626684758501747,0.024353901726297207,0.030360797497754295,46
3,256,0.0,True,0.001,0.001,1.0,1.0,2.0,0.09275398693150944,0.0022516490830134395,0.02537836535419855,0.032561986319099866,21
3,256,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.05028025831820236,0.0010691221735517804,0.022179039790191583,0.02703209653393262,111
3,256,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07763851392600271,0.0009254569546707595,0.02214445908450418,0.027284299152799778,117
3,256,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.049066017071406044,0.0007800137358976321,0.02149666618141863,0.02678933718966113,121
3,256,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.07641699858423737,0.0011981207644566894,0.022750688173497718,0.02623409506243964,81
3,256,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.04997025404332413,0.0010830763494595885,0.021002356946054433,0.027884820657264855,146
3,256,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.07314435920367639,0.001253836361380915,0.02145484133830501,0.02521784099129339,137
3,256,0.1,False,0.001,0.0,1.0,1.0,1.0,0.0577540657379561,0.002497128185091747,0.023265997568766277,0.03199093982887765,90
3,256,0.1,False,0.001,0.0,1.0,1.0,2.0,0.08168129581544134,0.002226493120866103,0.02652675984427333,0.026464021247294214,136
3,256,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.05409568962123659,0.0023345127960460055,0.023469288238427706,0.028291888302192092,98
3,256,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.08313144515785906,0.0035378270290998947,0.02527517768450909,0.027159220383812983,79
3,256,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06025257065064377,0.0031570972706605163,0.025566183832577534,0.03152928979963892,37
3,256,0.1,False,0.001,0.001,1.0,1.0,2.0,0.09054927507208453,0.00363288223484738,0.025344110663152404,0.030786140899484355,69
3,256,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.05481405680378278,0.001689478750146615,0.023391642426658008,0.029732935544517305,87
3,256,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.08916664289103614,0.0020655475333721065,0.02513564980795814,0.030982722709369328,36
3,256,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.05102692073624995,0.0016774370063406725,0.022559015416643687,0.026790468565498788,154
3,256,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.08040476269606087,0.0019706752823872697,0.02311944198380742,0.027657322456232376,115
3,256,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.05332740525611573,0.001853931724326685,0.023393207488374576,0.02808026581381758,157
3,256,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.07857630650202434,0.0019505128972620394,0.02260788377477891,0.02700895461667743,144
3,256,0.1,True,0.001,0.0,1.0,1.0,1.0,0.05524289204428593,0.0013096515839505526,0.023818570603099134,0.03011466979256107,94
3,256,0.1,True,0.001,0.0,1.0,1.0,2.0,0.08288856606102651,0.0014468321395624015,0.023981810314580798,0.02872996213328507,86
3,256,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.05757775478478935,0.0016407724857951205,0.024362815595749352,0.031574166742049985,55
3,256,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.0832575818316804,0.0017347419472773457,0.025849823736482196,0.027836508117616177,71
3,256,0.1,True,0.001,0.001,1.0,1.0,1.0,0.06195860050825609,0.002069719404163253,0.025785486576043896,0.03410339386512836,71
3,256,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09181743539455864,0.002488791444597559,0.025985115880353585,0.03167176396689481,64
3,256,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.05248097542466389,0.0012346224490708362,0.023369991712065205,0.02787636173889041,145
3,256,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08716121264215973,0.0015128557958329718,0.024357367513908282,0.030645494142340288,57
3,256,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.05448091449216008,0.0014300606999313459,0.022648612606442638,0.03040224127471447,64
3,256,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08386596343997452,0.0011302040301315072,0.023076996983339388,0.02982938121486869,84
3,256,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.0518176621860928,0.0013560615382933368,0.021811425815232925,0.02865017479699519,197
3,256,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.07969051661590736,0.0028639924065727326,0.022010266858463485,0.027408128397332296,119
4,64,0.0,False,0.001,0.0,1.0,1.0,1.0,0.05144642422803574,0.0016825831294732376,0.022655807254422042,0.027108033808569115,88
4,64,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07706976537075308,0.0015948526076196383,0.024205616002695426,0.025634648226615455,89
4,64,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05557621911995941,0.0012774285439971006,0.0236588131584641,0.03063997773764034,49
4,64,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.08253554813563824,0.002464257407053891,0.02256620119118856,0.02875254517938528,78
4,64,0.0,False,0.001,0.001,1.0,1.0,1.0,0.05254063129218088,0.0020181627543125716,0.022503836313262582,0.028018632334553532,136
4,64,0.0,False,0.001,0.001,1.0,1.0,2.0,0.08135703019797802,0.0018340536917094141,0.023993728475438222,0.02776462398469448,104
4,64,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.05059139761659834,0.0009988603980875472,0.02181324114402135,0.027779295937054686,163
4,64,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.0764280083692736,0.0012759199323934605,0.021774737811129954,0.026688675111573603,159
4,64,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.05228264443576336,0.0013126694490589823,0.022019171725130744,0.0289508030594637,111
4,64,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.07776872078991598,0.0012892330382277982,0.022452635612959664,0.02701342643962966,160
4,64,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.052653856575489044,0.0013294370469844176,0.021904886544992525,0.029419533365095656,135
4,64,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.08245696975953049,0.0015477978530624467,0.02260806168326073,0.02915055503965252,105
4,64,0.0,True,0.001,0.0,1.0,1.0,1.0,0.050451141575144395,0.0010181861208467227,0.021855003329821758,0.027577951912664704,123
4,64,0.0,True,0.001,0.0,1.0,1.0,2.0,0.0800518515623278,0.001086679706026593,0.022856070013302896,0.0280545508592493,83
4,64,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.05453135947593384,0.0011199591778373967,0.023488103282741375,0.029923297620067995,43
4,64,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.07786596183561617,0.001404539261582411,0.02351849482187794,0.026471463704688683,107
4,64,0.0,True,0.001,0.001,1.0,1.0,1.0,0.05580525079535113,0.001901262966890095,0.02299880632199347,0.030905181516168848,73
4,64,0.0,True,0.001,0.001,1.0,1.0,2.0,0.07740058573997682,0.0020560870858995863,0.02307286077282495,0.026135819136268564,100
4,64,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.05111144627961847,0.0010182091807817211,0.02183685133544107,0.028256385457805462,120
4,64,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07861421598742406,0.0011264517347121404,0.021778857671759196,0.027854453306645155,133
4,64,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.053141562526838645,0.0012802734547424028,0.0221696892598023,0.029691600318377216,95
4,64,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.07806389747808377,0.0015064919409471461,0.022520913250951305,0.027018246215043798,114
4,64,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.050713700242340565,0.0013427641339755307,0.021886821577532425,0.02748411459227403,215
4,64,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.07941647867361705,0.0017557479958567354,0.022775031626224518,0.02744284942228761,114
4,64,0.1,False,0.001,0.0,1.0,1.0,1.0,0.07003317969954675,0.006158863401247395,0.027703482554190688,0.036170834158029824,53
4,64,0.1,False,0.001,0.0,1.0,1.0,2.0,0.10386443800396389,0.006018615515333497,0.02742674175856842,0.03520954012249907,58
4,64,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.06845173467364576,0.0043448198185716234,0.02971220714971423,0.03439470794465807,57
4,64,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.11175433277255958,0.004951109876856208,0.03196806522707144,0.037417578821380935,28
4,64,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06522697976066007,0.004451124133386959,0.02688859635964036,0.03388725904126962,65
4,64,0.1,False,0.001,0.001,1.0,1.0,2.0,0.10762486130827004,0.008062183042056859,0.029794879361159272,0.034883899717695184,45
4,64,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.06332993590169483,0.003119806927214894,0.025360731485610206,0.03484939695853326,133
4,64,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.10167074369059668,0.004042835388746526,0.02974426166878806,0.03394182362697191,88
4,64,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.06441952898684475,0.003008354739803407,0.027463857964095142,0.03394731667099728,106
4,64,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.09387505654659536,0.004088970315125253,0.028085565608408716,0.0308502606737117,121
4,64,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.06642589614623123,0.003977418967729641,0.027626969437632296,0.03482150767619411,77
4,64,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.0944321859214041,0.003926714959864815,0.02571996720507741,0.032392751735945545,162
4,64,0.1,True,0.001,0.0,1.0,1.0,1.0,0.05967948792709245,0.0023051845071475124,0.02395648912837108,0.03341781466992365,79
4,64,0.1,True,0.001,0.0,1.0,1.0,2.0,0.0904445971051852,0.002322626232247179,0.024458828951335616,0.0318315707716263,90
4,64,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.06268704020314747,0.0029924460880768797,0.02604209031495783,0.03365250402647588,40
4,64,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.08994719924198256,0.0025331413328078473,0.02588433798195587,0.030764860049304035,125
4,64,0.1,True,0.001,0.001,1.0,1.0,1.0,0.06257143647720416,0.002581415714101038,0.02486804376045863,0.03512197712229358,61
4,64,0.1,True,0.001,0.001,1.0,1.0,2.0,0.0922143039190107,0.002643951001421859,0.02580015795926253,0.03188509763114982,98
4,64,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.05725552736678057,0.0015562406204278683,0.023286790690488286,0.03241249629192882,204
4,64,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08482402832143837,0.0019175496676729785,0.024029085438491568,0.02943869641361137,193
4,64,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.059684789532588586,0.0018296596438934405,0.024202454498865537,0.03365267541569968,105
4,64,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08779846938947837,0.0021645161484937286,0.025018149909252923,0.030307901402314503,109
4,64,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.05623511214637094,0.002237759420596477,0.022752657558562026,0.031244694565733273,234
4,64,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.09047942743119267,0.002424537249478615,0.024363140523847606,0.03184587472221918,173
4,128,0.0,False,0.001,0.0,1.0,1.0,1.0,0.05334607216839989,0.0012544997751117786,0.023128409404307604,0.028963162900052138,69
4,128,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07627591552833717,0.0015875327387928134,0.023449826002534892,0.025619278390270967,100
4,128,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.05222931602555844,0.0019980227710523954,0.024018036977698404,0.026213256487001974,68
4,128,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.07470445500479804,0.0014956786924610948,0.02410512888390157,0.02455182328251087,133
4,128,0.0,False,0.001,0.001,1.0,1.0,1.0,0.053509807421101466,0.002679623973866304,0.023177923712258536,0.027652259631496336,100
4,128,0.0,False,0.001,0.001,1.0,1.0,2.0,0.0818115792547663,0.0027329230441763583,0.025750317041658692,0.026664169324148033,48
4,128,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.05277879065316585,0.0011684615617721444,0.022192089740807813,0.029418239887389872,76
4,128,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.08297909547885259,0.0016749660733492216,0.023702844356497128,0.028800642376558647,52
4,128,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.0517858833902412,0.0008995550144593128,0.023652401933860447,0.027233926579356194,124
4,128,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.07282534179588158,0.0011263707533038945,0.022130295297958784,0.02478433783269591,196
4,128,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.05341663501328892,0.0012709569402634064,0.02231810492877331,0.029827573233180575,125
4,128,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.08154527615341875,0.0016978929618037203,0.023101520983295307,0.028372931164792843,71
4,128,0.0,True,0.001,0.0,1.0,1.0,1.0,0.057596487924456596,0.0013944818298720445,0.024258385981536575,0.031943620932805866,32
4,128,0.0,True,0.001,0.0,1.0,1.0,2.0,0.08070559178789456,0.0012699935274819534,0.023212887010433607,0.028111355896625254,71
4,128,0.0,True,0.001,0.0001,1.0,1.0,1.0,0.0492237308062613,0.0015334795866187455,0.021905530063021515,0.025784721598029137,134
4,128,0.0,True,0.001,0.0001,1.0,1.0,2.0,0.07401365760920776,0.0010969793883204046,0.021540608412275713,0.025688034986766677,111
4,128,0.0,True,0.001,0.001,1.0,1.0,1.0,0.05502154543581936,0.0013665290704617898,0.022793417279091146,0.030861599267356925,82
4,128,0.0,True,0.001,0.001,1.0,1.0,2.0,0.07511376827541325,0.002763904906007358,0.02180811617937353,0.02527087342201008,150
4,128,0.0,True,0.0003,0.0,1.0,1.0,1.0,0.05131905344832274,0.000968913602668585,0.022570817886541288,0.027779322350397706,121
4,128,0.0,True,0.0003,0.0,1.0,1.0,2.0,0.07997812175502379,0.001364087972130316,0.022660779094116554,0.027976626944210794,83
4,128,0.0,True,0.0003,0.0001,1.0,1.0,1.0,0.04964181346197923,0.0008886991903030624,0.021517090344180662,0.027236024098884728,183
4,128,0.0,True,0.0003,0.0001,1.0,1.0,2.0,0.07600212242040369,0.000967292333371006,0.021915256278589368,0.026559786767595343,102
4,128,0.0,True,0.0003,0.001,1.0,1.0,1.0,0.051317374791122146,0.0012885624536364856,0.02142660363784267,0.02860220894217491,132
4,128,0.0,True,0.0003,0.001,1.0,1.0,2.0,0.08069589703033368,0.0016579622994565095,0.022138955537229776,0.028449489864417248,85
4,128,0.1,False,0.001,0.0,1.0,1.0,1.0,0.056084336092074714,0.0029978907809385825,0.02385112281060881,0.029235322054268584,156
4,128,0.1,False,0.001,0.0,1.0,1.0,2.0,0.08625611455904113,0.0034406326530087325,0.027096090734832816,0.02785969533336659,96
4,128,0.1,False,0.001,0.0001,1.0,1.0,1.0,0.0659814008201162,0.003930762429566433,0.027584236529138353,0.034466402139514685,58
4,128,0.1,False,0.001,0.0001,1.0,1.0,2.0,0.08243352112670739,0.0034808142938547665,0.024946828424516652,0.02700293972156942,131
4,128,0.1,False,0.001,0.001,1.0,1.0,1.0,0.06926410417589876,0.004364365782950901,0.02953690466367536,0.035362834576517344,24
4,128,0.1,False,0.001,0.001,1.0,1.0,2.0,0.09726969411389695,0.005646713168567253,0.028775957206057176,0.0314235119925191,38
4,128,0.1,False,0.0003,0.0,1.0,1.0,1.0,0.05990952946659592,0.0033736795206399015,0.024946337410559256,0.031589512816733785,80
4,128,0.1,False,0.0003,0.0,1.0,1.0,2.0,0.08746816352423695,0.0036193978222500947,0.024590957288940746,0.029628904044835105,107
4,128,0.1,False,0.0003,0.0001,1.0,1.0,1.0,0.056183021877788834,0.001969689069988413,0.023906003295754392,0.030307328975242045,129
4,128,0.1,False,0.0003,0.0001,1.0,1.0,2.0,0.08840976738267475,0.0030116952451256416,0.023886262775502272,0.030755904606646962,105
4,128,0.1,False,0.0003,0.001,1.0,1.0,1.0,0.05828269571065903,0.0021326781619184962,0.02472890000272956,0.03142111751043962,113
4,128,0.1,False,0.0003,0.001,1.0,1.0,2.0,0.08816447108983994,0.002661132383056813,0.024748500540024705,0.030377418966963887,70
4,128,0.1,True,0.001,0.0,1.0,1.0,1.0,0.055835572330074176,0.0013843587334526496,0.024062072444293234,0.030389141368990142,110
4,128,0.1,True,0.001,0.0,1.0,1.0,2.0,0.08273480449699694,0.0016961197511086033,0.023889156601702172,0.028574763978314068,119
4,128,0.1,True,0.001,0.0001,1.0,1.0,1.0,0.05896948081337743,0.0015302298561437055,0.025593755792619452,0.03184549461325838,48
4,128,0.1,True,0.001,0.0001,1.0,1.0,2.0,0.08641321646670501,0.0013761344679450202,0.02488478782793714,0.03007614734168682,82
4,128,0.1,True,0.001,0.001,1.0,1.0,1.0,0.06424370201097594,0.002891425715966357,0.02632045994202296,0.035031816016675696,21
4,128,0.1,True,0.001,0.001,1.0,1.0,2.0,0.09238716939257251,0.0026562660350464284,0.025663031679060724,0.03203393591360913,49
4,128,0.1,True,0.0003,0.0,1.0,1.0,1.0,0.055648465330402054,0.0013287267469826879,0.023261664719838235,0.031058074466677174,78
4,128,0.1,True,0.0003,0.0,1.0,1.0,2.0,0.08303074983672963,0.0017034263712250525,0.023325593340107136,0.029000864933348365,156
4,128,0.1,True,0.0003,0.0001,1.0,1.0,1.0,0.0556081328023639,0.0013864372271604629,0.02310694945562217,0.031114746273184817,88
4,128,0.1,True,0.0003,0.0001,1.0,1.0,2.0,0.08301262102193302,0.0016703834925364289,0.023856514030032687,0.02874286154595514,126
4,128,0.1,True,0.0003,0.001,1.0,1.0,1.0,0.05634300115828713,0.002028232977156424,0.023045811543448105,0.03126895696752601,92
4,128,0.1,True,0.0003,0.001,1.0,1.0,2.0,0.08716705451822943,0.0025409242823823458,0.02398923101524512,0.030318449510054454,56
4,256,0.0,False,0.001,0.0,1.0,1.0,1.0,0.05024843869937791,0.0015698301075543794,0.02248469538365801,0.02619391307234764,83
4,256,0.0,False,0.001,0.0,1.0,1.0,2.0,0.07854097719407743,0.0017718619136657151,0.023336229897621606,0.026716442610551085,58
4,256,0.0,False,0.001,0.0001,1.0,1.0,1.0,0.049467479499677815,0.0011539420762953039,0.022756765648308728,0.025556771679677896,74
4,256,0.0,False,0.001,0.0001,1.0,1.0,2.0,0.07689898212750752,0.0018841983077840672,0.022743965266272426,0.026135409276725516,79
4,256,0.0,False,0.001,0.001,1.0,1.0,1.0,0.0533380605176919,0.002603153817795424,0.021838865061807964,0.02889604142142667,86
4,256,0.0,False,0.001,0.001,1.0,1.0,2.0,0.07597503014322785,0.0018136693057992186,0.023158662331600983,0.02550134937175446,111
4,256,0.0,False,0.0003,0.0,1.0,1.0,1.0,0.05310883455806308,0.0009792459879665533,0.022623710489521425,0.029505877910802763,83
4,256,0.0,False,0.0003,0.0,1.0,1.0,2.0,0.08093746182405287,0.0016881861536401426,0.023607753941582307,0.027820760953343578,89
4,256,0.0,False,0.0003,0.0001,1.0,1.0,1.0,0.05437931283894512,0.001135885859386892,0.0232320554399242,0.030011371502445802,49
4,256,0.0,False,0.0003,0.0001,1.0,1.0,2.0,0.07984504755586386,0.0010553418558427235,0.0223502689299898,0.02821971897760199,91
4,256,0.0,False,0.0003,0.001,1.0,1.0,1.0,0.05765555529958672,0.0025675546558987764,0.023415524926450517,0.03167247573017246,30
4,256,0.0,False,0.0003,0.001,1.0,1.0,2.0,0.0752813634980056,0.0014887286476247634,0.024410985875874758,0.024690824483210843,149
4,256,0.0,True,0.001,0.0,1.0,1.0,1.0,0.054362278845575124,0.0009714671226295953,0.02388476337202721,0.02950604896371563,57
4,256,0.0,True,0.001,0.0,1.0,1.0,2.0,0.07935770445813735,0.0009693287526412556,0.023426527260906167,0.027480924010483757,107
