best_val_loss,val_mse_e,val_mse_eta,val_mse_d,depth,width,residual,dropout,weight_decay,lr,lambda_d,trunk_descending,eta_deep,delta_deep,head_hidden_factor,best_epoch,config_index,trunk_index,head_index
0.047447770833969116,9.698811092840633e-07,1.1829737430260893e-06,0.0013322560083618624,3,128,True,0.0,0.0001,0.001,1.0,True,True,True,0.5,91,14,1,6
0.0520133301615715,2.006339975383966e-06,1.442731785606158e-06,0.0017349915480751189,3,128,True,0.0,0.0001,0.001,1.0,True,True,True,1.0,43,15,1,7
0.04789205268025398,9.198408312832551e-07,1.2527425781213192e-06,0.0013303108805565668,3,64,True,0.0,0.0001,0.0003,1.0,False,False,False,0.5,127,16,2,0
0.04946506768465042,1.1846218772886113e-06,1.1636192616344216e-06,0.0014760469447322527,3,64,True,0.0,0.0001,0.0003,1.0,False,False,False,1.0,92,17,2,1
0.04590088874101639,1.101039999681971e-06,1.097995242917419e-06,0.0012264417464327984,3,64,True,0.0,0.0001,0.0003,1.0,False,False,True,0.5,195,18,2,2
0.04866704344749451,1.0259364155568133e-06,1.1317542180072132e-06,0.001263422297580459,3,64,True,0.0,0.0001,0.0003,1.0,False,False,True,1.0,105,19,2,3
0.04597780480980873,1.0828326930672198e-06,9.981427497831076e-07,0.0013235249091841448,3,64,True,0.0,0.0001,0.0003,1.0,False,True,False,0.5,159,20,2,4
0.047187112271785736,8.93700848424957e-07,1.047740916817248e-06,0.0013424462107216157,3,64,True,0.0,0.0001,0.0003,1.0,False,True,False,1.0,182,21,2,5
0.047820691019296646,9.464503233639797e-07,1.1188021690856894e-06,0.0013637664436611798,3,64,True,0.0,0.0001,0.0003,1.0,False,True,True,0.5,139,22,2,6
0.04817415028810501,8.18394411224672e-07,1.0730672601954081e-06,0.0013357818813822969,3,64,True,0.0,0.0001,0.0003,1.0,False,True,True,1.0,119,23,2,7
0.049828946590423584,1.1907908391413224e-06,1.1363038488381133e-06,0.0013738974355555363,3,64,True,0.0,0.0001,0.0003,1.0,True,False,False,0.5,203,24,3,0
0.048289284110069275,1.0996950025049313e-06,1.1017937048666718e-06,0.001360628341333885,3,64,True,0.0,0.0001,0.0003,1.0,True,False,False,1.0,214,25,3,1
0.04885951429605484,1.0578498082367935e-06,1.0998598915825574e-06,0.0012965178246190272,3,64,True,0.0,0.0001,0.0003,1.0,True,False,True,0.5,197,26,3,2
0.051560476422309875,1.5929956953921828e-06,1.0603690713601842e-06,0.0014909415507820942,3,64,True,0.0,0.0001,0.0003,1.0,True,False,True,1.0,142,27,3,3
0.0482756569981575,1.1438808720806026e-06,1.334183541847745e-06,0.001652600653309073,3,64,True,0.0,0.0001,0.0003,1.0,True,True,False,0.5,272,28,3,4
0.05003606155514717,9.724448165077314e-07,1.0577813133253718e-06,0.0013588353672279855,3,64,True,0.0,0.0001,0.0003,1.0,True,True,False,1.0,189,29,3,5
0.04712417721748352,1.208834547129117e-06,1.1735788757917933e-06,0.0014875896526673309,3,64,True,0.0,0.0001,0.0003,1.0,True,True,True,0.5,241,30,3,6
0.046819090843200684,1.0564671032590434e-06,1.0209504386816947e-06,0.0012947053910862957,3,64,True,0.0,0.0001,0.0003,1.0,True,True,True,1.0,265,31,3,7
0.04587186127901077,9.563066978777109e-07,1.1000096799035524e-06,0.0012498984097993131,2,128,False,0.0,0.0001,0.0003,1.0,False,False,False,0.5,187,32,4,0
0.048907190561294556,8.789282018802797e-07,1.1291758431967184e-06,0.0013566354595910765,2,128,False,0.0,0.0001,0.0003,1.0,False,False,False,1.0,123,33,4,1
0.04461634159088135,7.610178526338321e-07,1.071662065410044e-06,0.0011507178713325334,2,128,False,0.0,0.0001,0.0003,1.0,False,False,True,0.5,143,34,4,2
0.04569151625037193,9.101166833764357e-07,1.0417441930803335e-06,0.0012030895442811194,2,128,False,0.0,0.0001,0.0003,1.0,False,False,True,1.0,163,35,4,3
0.04701923206448555,7.53783415093163e-07,1.097125817893441e-06,0.0012690246179430495,2,128,False,0.0,0.0001,0.0003,1.0,False,True,False,0.5,144,36,4,4
0.04622753709554672,8.545432097716175e-07,1.0116197537064856e-06,0.0011942992008318939,2,128,False,0.0,0.0001,0.0003,1.0,False,True,False,1.0,157,37,4,5
0.04581403359770775,1.149429505228687e-06,1.2855167439087197e-06,0.001524554307201228,2,128,False,0.0,0.0001,0.0003,1.0,False,True,True,0.5,148,38,4,6
0.04599621519446373,9.1664421971335e-07,1.0564074111945906e-06,0.001215872525344716,2,128,False,0.0,0.0001,0.0003,1.0,False,True,True,1.0,98,39,4,7
0.049870915710926056,9.99441423382255e-07,1.1212832448818023e-06,0.0013514407624357356,2,128,False,0.0,0.0001,0.0003,1.0,True,False,False,0.5,80,40,5,0
0.04798495024442673,1.1460617840763354e-06,1.1100499951113024e-06,0.0014036768207526648,2,128,False,0.0,0.0001,0.0003,1.0,True,False,False,1.0,154,41,5,1
0.0463753379881382,8.267500761295655e-07,1.2169677321802198e-06,0.0011846094523363093,2,128,False,0.0,0.0001,0.0003,1.0,True,False,True,0.5,147,42,5,2
0.048132121562957764,1.2242740399058679e-06,1.3123304339190255e-06,0.0015100301043121413,2,128,False,0.0,0.0001,0.0003,1.0,True,False,True,1.0,111,43,5,3
0.045782849192619324,1.0952120183010572e-06,1.2353991447319317e-06,0.0012345599610798397,2,128,False,0.0,0.0001,0.0003,1.0,True,True,False,0.5,252,44,5,4
0.047300055623054504,1.005342273037888e-06,1.210159364387251e-06,0.0013199137423895013,2,128,False,0.0,0.0001,0.0003,1.0,True,True,False,1.0,176,45,5,5
0.046432014554739,8.943275162697067e-07,1.1698007883901069e-06,0.001336105972814562,2,128,False,0.0,0.0001,0.0003,1.0,True,True,True,0.5,207,46,5,6
0.04742734134197235,8.765900759176653e-07,1.1134793880455378e-06,0.0013591158686707449,2,128,False,0.0,0.0001,0.0003,1.0,True,True,True,1.0,98,47,5,7
0.051881685853004456,3.504646950817822e-06,1.2957531838711385e-06,0.001341936470945317,2,128,True,0.0,0.0001,0.001,1.0,False,False,False,0.5,35,48,6,0
0.0476110503077507,1.754016457888768e-06,1.362534268142302e-06,0.0015343375901827393,2,128,True,0.0,0.0001,0.001,1.0,False,False,False,1.0,118,49,6,1
0.04744715243577957,8.906582437694447e-07,1.6157656928272851e-06,0.0013213634463142892,2,128,True,0.0,0.0001,0.001,1.0,False,False,True,0.5,107,50,6,2
0.04690246656537056,2.194044903440238e-06,1.2039837948910032e-06,0.0012441504552865373,2,128,True,0.0,0.0001,0.001,1.0,False,False,True,1.0,82,51,6,3
0.05191604793071747,2.117397366873698e-06,1.2818926613592514e-06,0.0014192997331047362,2,128,True,0.0,0.0001,0.001,1.0,False,True,False,0.5,30,52,6,4
0.05125899612903595,2.0333216955381934e-06,1.455835905047057e-06,0.0013345548391335723,2,128,True,0.0,0.0001,0.001,1.0,False,True,False,1.0,46,53,6,5
0.04661516845226288,1.2538428284141166e-06,1.2385891302923952e-06,0.0015186036160045279,2,128,True,0.0,0.0001,0.001,1.0,False,True,True,0.5,78,54,6,6
0.04722344130277634,1.0159235702838493e-06,1.0375252983990905e-06,0.0012038980777539445,2,128,True,0.0,0.0001,0.001,1.0,False,True,True,1.0,111,55,6,7
0.0486370250582695,1.2592116370477268e-06,1.2493645504288574e-06,0.0012872034087620832,2,128,True,0.0,0.0001,0.001,1.0,True,False,False,0.5,91,56,7,0
0.051196254789829254,1.1058759104705913e-06,1.1116541207898069e-06,0.0013392699144248173,2,128,True,0.0,0.0001,0.001,1.0,True,False,False,1.0,46,57,7,1
0.04710692912340164,1.7981877834208488e-06,1.2701077924315923e-06,0.0012732630389897287,2,128,True,0.0,0.0001,0.001,1.0,True,False,True,0.5,95,58,7,2
0.048187535256147385,1.530008475482959e-06,1.1748255599339686e-06,0.0014197504086170174,2,128,True,0.0,0.0001,0.001,1.0,True,False,True,1.0,56,59,7,3
0.04945162683725357,1.6409056929107615e-06,1.1236284661485421e-06,0.0015391403169410802,2,128,True,0.0,0.0001,0.001,1.0,True,True,False,0.5,103,60,7,4
0.0467134490609169,1.080907471513549e-06,1.203651650800401e-06,0.0012619727504483845,2,128,True,0.0,0.0001,0.001,1.0,True,True,False,1.0,192,61,7,5
0.04868186637759209,1.3383861858094513e-06,1.2066388417042367e-06,0.001379411220469101,2,128,True,0.0,0.0001,0.001,1.0,True,True,True,0.5,84,62,7,6
0.05130428075790405,1.2917420579179273e-06,1.1476457454876846e-06,0.00134926126821889,2,128,True,0.0,0.0001,0.001,1.0,True,True,True,1.0,32,63,7,7
0.04825008660554886,1.4172294507450572e-06,1.174625548613139e-06,0.0013876819411166017,4,256,True,0.0,0.0,0.0003,1.0,False,False,False,0.5,100,64,8,0
0.04827146232128143,1.1176251971678452e-06,1.203381942996651e-06,0.0013187978330797816,4,256,True,0.0,0.0,0.0003,1.0,False,False,False,1.0,88,65,8,1
0.04779548943042755,1.1003516471910497e-06,1.555314867155595e-06,0.0014854094690808814,4,256,True,0.0,0.0,0.0003,1.0,False,False,True,0.5,65,66,8,2
0.04788491874933243,1.6943758057350004e-06,1.4052316273132209e-06,0.001353652344078148,4,256,True,0.0,0.0,0.0003,1.0,False,False,True,1.0,133,67,8,3
0.04860980063676834,1.3244412611559826e-06,1.039116305051031e-06,0.0012978148010266062,4,256,True,0.0,0.0,0.0003,1.0,False,True,False,0.5,73,68,8,4
0.04653608798980713,1.0726515278903923e-06,2.1868427167441764e-06,0.0014785184056464943,4,256,True,0.0,0.0,0.0003,1.0,False,True,False,1.0,83,69,8,5
0.04810566455125809,1.1551976127575085e-06,1.3126455332367995e-06,0.0013791260283546626,4,256,True,0.0,0.0,0.0003,1.0,False,True,True,0.5,101,70,8,6
0.04834360629320145,8.818427534891152e-07,1.0830189553800348e-06,0.0013284067969418568,4,256,True,0.0,0.0,0.0003,1.0,False,True,True,1.0,75,71,8,7
0.04796627536416054,1.2887146603894597e-06,1.0277973009722175e-06,0.0012905749849635418,4,256,True,0.0,0.0,0.0003,1.0,True,False,False,0.5,112,72,9,0
0.046184949576854706,1.2423640313381404e-06,1.1062052921486801e-06,0.0013218894642614686,4,256,True,0.0,0.0,0.0003,1.0,True,False,False,1.0,136,73,9,1
0.04801633208990097,1.0484297957525608e-06,1.154825971973394e-06,0.0013621003038495276,4,256,True,0.0,0.0,0.0003,1.0,True,False,True,0.5,101,74,9,2
0.04817695915699005,9.717753005116887e-07,1.2249461189356452e-06,0.0016811472396939346,4,256,True,0.0,0.0,0.0003,1.0,True,False,True,1.0,167,75,9,3
0.04930442199110985,1.2472164527727419e-06,1.0726324721920463e-06,0.0012828754624028026,4,256,True,0.0,0.0,0.0003,1.0,True,True,False,0.5,109,76,9,4
0.047288067638874054,1.420279729459013e-06,1.1086019137561477e-06,0.0012821626546341575,4,256,True,0.0,0.0,0.0003,1.0,True,True,False,1.0,110,77,9,5
0.04975727200508118,1.4017082226340592e-06,1.1880428907325213e-06,0.0013272168164146073,4,256,True,0.0,0.0,0.0003,1.0,True,True,True,0.5,66,78,9,6
0.04627687484025955,8.315725342063354e-07,1.0987987986143236e-06,0.0012457780354579746,4,256,True,0.0,0.0,0.0003,1.0,True,True,True,1.0,143,79,9,7
0.04768195003271103,7.654009861440757e-07,1.042257482487274e-06,0.001222541508027459,3,256,True,0.0,0.0001,0.0003,1.0,False,False,False,0.5,64,80,10,0
0.045506320893764496,7.108846212901384e-07,1.002897816012172e-06,0.0011529422060961236,3,256,True,0.0,0.0001,0.0003,1.0,False,False,False,1.0,119,81,10,1
0.04510815069079399,2.036997417964173e-06,1.0682950914945858e-06,0.00126155440472318,3,256,True,0.0,0.0001,0.0003,1.0,False,False,True,0.5,133,82,10,2
0.04741381108760834,8.51499345166881e-07,1.1305931041519827e-06,0.001201225738878371,3,256,True,0.0,0.0001,0.0003,1.0,False,False,True,1.0,85,83,10,3
0.046534352004528046,8.971322584626876e-07,1.0787121428814004e-06,0.0013326882939456736,3,256,True,0.0,0.0001,0.0003,1.0,False,True,False,0.5,101,84,10,4
0.04827641323208809,8.691820146022682e-07,1.115783383893879e-06,0.001283085062504665,3,256,True,0.0,0.0001,0.0003,1.0,False,True,False,1.0,96,85,10,5
0.046962589025497437,1.3528797942522862e-06,1.4748751162466331e-06,0.0014394554250180328,3,256,True,0.0,0.0001,0.0003,1.0,False,True,True,0.5,80,86,10,6
0.04800109565258026,8.53041805865045e-07,1.1574219604897898e-06,0.0016186715774199713,3,256,True,0.0,0.0001,0.0003,1.0,False,True,True,1.0,74,87,10,7
0.04795214533805847,7.637580184496755e-07,1.1576428103519892e-06,0.001399272464148666,3,256,True,0.0,0.0001,0.0003,1.0,True,False,False,0.5,109,88,11,0
0.05072646215558052,8.012476084082262e-07,1.2348250664440584e-06,0.0015377089654097548,3,256,True,0.0,0.0001,0.0003,1.0,True,False,False,1.0,54,89,11,1
0.047346726059913635,1.7106470039512922e-06,1.1823913194050974e-06,0.0013635845262333763,3,256,True,0.0,0.0001,0.0003,1.0,True,False,True,0.5,112,90,11,2
0.045611634850502014,8.687046300193961e-07,1.1541994179438774e-06,0.001493544273492649,3,256,True,0.0,0.0001,0.0003,1.0,True,False,True,1.0,100,91,11,3
0.046250320971012115,9.054094540439241e-07,1.241320677134843e-06,0.0012350296053952054,3,256,True,0.0,0.0001,0.0003,1.0,True,True,False,0.5,112,92,11,4
0.047013819217681885,1.1079912073572012e-06,1.0844387284971129e-06,0.0012822330346833894,3,256,True,0.0,0.0001,0.0003,1.0,True,True,False,1.0,133,93,11,5
0.049850475043058395,1.0445045768884575e-06,1.1821543313594273e-06,0.0013604801847962528,3,256,True,0.0,0.0001,0.0003,1.0,True,True,True,0.5,45,94,11,6
0.04666636511683464,1.5127362297502232e-06,1.2648691347779625e-06,0.0014786063826435244,3,256,True,0.0,0.0001,0.0003,1.0,True,True,True,1.0,89,95,11,7
0.06849946081638336,1.523353859028488e-06,1.9410629098025014e-06,0.0020969893292065683,4,128,False,0.0,0.0001,0.001,2.0,False,False,False,0.5,75,96,12,0
0.07096213847398758,2.177131604912712e-06,1.0619674809742058e-06,0.001200145742637886,4,128,False,0.0,0.0001,0.001,2.0,False,False,False,1.0,80,97,12,1
0.07530856132507324,3.986843654666564e-06,1.2331919093192883e-06,0.0012002441557233362,4,128,False,0.0,0.0001,0.001,2.0,False,False,True,0.5,80,98,12,2
0.07161891460418701,1.4913213966388173e-06,1.26756714660817e-06,0.0013643129859804309,4,128,False,0.0,0.0001,0.001,2.0,False,False,True,1.0,110,99,12,3
0.08344636857509613,2.2995544324977575e-06,1.3682536741406797e-06,0.00217014242811036,4,128,False,0.0,0.0001,0.001,2.0,False,True,False,0.5,24,100,12,4
0.0758499801158905,2.7752950175391034e-06,1.1016353386791364e-06,0.0013783472767595365,4,128,False,0.0,0.0001,0.001,2.0,False,True,False,1.0,53,101,12,5
0.07062854617834091,1.83578466048365e-06,1.2729430558005109e-06,0.001306299218768178,4,128,False,0.0,0.0001,0.001,2.0,False,True,True,0.5,111,102,12,6
0.07371508330106735,2.710407075054014e-06,2.7002455633943644e-06,0.0013770256538171816,4,128,False,0.0,0.0001,0.001,2.0,False,True,True,1.0,99,103,12,7
0.07540704309940338,1.9037848106975001e-06,1.6357578307709355e-06,0.001328005425940334,4,128,False,0.0,0.0001,0.001,2.0,True,False,False,0.5,85,104,13,0
0.07537425309419632,1.591802875963128e-06,1.1229175504467281e-06,0.0013087325632507051,4,128,False,0.0,0.0001,0.001,2.0,True,False,False,1.0,109,105,13,1
0.07341954112052917,1.3849388227609542e-06,1.0643498960832634e-06,0.0012437994200607046,4,128,False,0.0,0.0001,0.001,2.0,True,False,True,0.5,105,106,13,2
0.0713459700345993,1.8431191446611395e-06,1.9838132800256726e-06,0.002111532799073279,4,128,False,0.0,0.0001,0.001,2.0,True,False,True,1.0,160,107,13,3
0.0729374811053276,3.399979322317144e-06,1.1715432949539313e-06,0.001479413548718535,4,128,False,0.0,0.0001,0.001,2.0,True,True,False,0.5,104,108,13,4
0.07438460737466812,3.3343806527169527e-06,2.68194563133806e-06,0.0013391259794944708,4,128,False,0.0,0.0001,0.001,2.0,True,True,False,1.0,66,109,13,5
0.07455763965845108,3.019880015521889e-06,1.2148084611651643e-06,0.0013380550938452993,4,128,False,0.0,0.0001,0.001,2.0,True,True,True,0.5,85,110,13,6
0.07612314820289612,1.9033600143164675e-06,1.3362665300798637e-06,0.0015790277207272916,4,128,False,0.0,0.0001,0.001,2.0,True,True,True,1.0,95,111,13,7
0.07591736316680908,1.0996071008573171e-06,1.1259557074276553e-06,0.0012455565114705182,4,256,False,0.0,0.001,0.0003,2.0,False,False,False,0.5,78,112,14,0
0.06983555108308792,1.182902800368807e-06,1.1838717083551186e-06,0.0011440923684577764,4,256,False,0.0,0.001,0.0003,2.0,False,False,False,1.0,153,113,14,1
0.07381987571716309,1.7816235972452173e-06,1.0491007586535065e-06,0.001250785713134455,4,256,False,0.0,0.001,0.0003,2.0,False,False,True,0.5,97,114,14,2
0.07150422781705856,1.2211361181173151e-06,1.2234357764984736e-06,0.001244561058480951,4,256,False,0.0,0.001,0.0003,2.0,False,False,True,1.0,124,115,14,3
0.07624537497758865,1.6402359409227544e-06,1.916721207977381e-06,0.0013576726348468989,4,256,False,0.0,0.001,0.0003,2.0,False,True,False,0.5,64,116,14,4
0.06950677186250687,8.561327196484785e-07,1.0935606526733495e-06,0.0012425251402475735,4,256,False,0.0,0.001,0.0003,2.0,False,True,False,1.0,184,117,14,5
0.07258518785238266,7.73939341340199e-07,1.157498894514465e-06,0.001344344845245643,4,256,False,0.0,0.001,0.0003,2.0,False,True,True,0.5,111,118,14,6
0.07266321033239365,9.239773262747921e-07,1.15874709637387e-06,0.0012413509378571361,4,256,False,0.0,0.001,0.0003,2.0,False,True,True,1.0,179,119,14,7
0.07812364399433136,1.8125551657143689e-06,1.12550969229254e-06,0.0012878148763306298,4,256,False,0.0,0.001,0.0003,2.0,True,False,False,0.5,67,120,15,0
0.07060375809669495,1.1290587450209404e-06,1.0685955413825064e-06,0.0011993308352860747,4,256,False,0.0,0.001,0.0003,2.0,True,False,False,1.0,123,121,15,1
0.08029290288686752,1.6395950279508722e-06,1.2631635530229557e-06,0.0014242305903972156,4,256,False,0.0,0.001,0.0003,2.0,True,False,True,0.5,52,122,15,2
0.07403084635734558,1.1546563238827678e-06,1.165427605915199e-06,0.0014102752473150112,4,256,False,0.0,0.001,0.0003,2.0,True,False,True,1.0,146,123,15,3
0.07146960496902466,8.822517444379465e-07,1.0255776040498875e-06,0.0012061508269401988,4,256,False,0.0,0.001,0.0003,2.0,True,True,False,0.5,182,124,15,4
0.07158855348825455,1.0027520659842646e-06,1.0422244910551302e-06,0.001382612721494961,4,256,False,0.0,0.001,0.0003,2.0,True,True,False,1.0,126,125,15,5
0.07213085144758224,8.574875618336257e-07,1.0688368921677327e-06,0.0012270117541801524,4,256,False,0.0,0.001,0.0003,2.0,True,True,True,0.5,183,126,15,6
0.07496130466461182,1.7535934855506407e-06,1.8953021991766897e-06,0.0012664552249743559,4,256,False,0.0,0.001,0.0003,2.0,True,True,True,1.0,102,127,15,7
0.07196121662855148,8.400637011640657e-07,1.1076888554157838e-06,0.0012612845035853283,4,128,False,0.0,0.0001,0.0003,2.0,False,False,False,0.5,114,128,16,0
0.06970231235027313,1.6591171026965848e-06,1.0158930989128114e-06,0.0011601471733867729,4,128,False,0.0,0.0001,0.0003,2.0,False,False,False,1.0,119,129,16,1
0.07822328060865402,4.177958291862004e-06,1.1790806449207673e-06,0.0014985455361141147,4,128,False,0.0,0.0001,0.0003,2.0,False,False,True,0.5,81,130,16,2
0.07331577688455582,1.3061405949657405e-06,1.2261723740541398e-06,0.001605116417920185,4,128,False,0.0,0.0001,0.0003,2.0,False,False,True,1.0,93,131,16,3
0.07618343830108643,1.0225213999427457e-06,1.4119035226526442e-06,0.0012745122492104756,4,128,False,0.0,0.0001,0.0003,2.0,False,True,False,0.5,74,132,16,4
0.07191798090934753,1.1536608421132624e-06,1.223375728520244e-06,0.0013017154502264895,4,128,False,0.0,0.0001,0.0003,2.0,False,True,False,1.0,106,133,16,5
0.0709618479013443,9.58288653711298e-07,1.186786491045485e-06,0.0011808081760909608,4,128,False,0.0,0.0001,0.0003,2.0,False,True,True,0.5,155,134,16,6
0.07283496856689453,2.177870363093706e-06,1.1772951930572755e-06,0.0016861626438636368,4,128,False,0.0,0.0001,0.0003,2.0,False,True,True,1.0,66,135,16,7
0.07209650427103043,1.1899415278378217e-06,1.0863526246426936e-06,0.0012336701951549563,4,128,False,0.0,0.0001,0.0003,2.0,True,False,False,0.5,162,136,17,0
0.07387895882129669,1.163280631129923e-06,1.115331490852964e-06,0.0014364912694523025,4,128,False,0.0,0.0001,0.0003,2.0,True,False,False,1.0,152,137,17,1
0.07468830049037933,9.342885642732352e-07,1.4361563835980336e-06,0.002384863264490454,4,128,False,0.0,0.0001,0.0003,2.0,True,False,True,0.5,123,138,17,2
0.07614435255527496,1.5422549474095658e-06,1.0625658588916587e-06,0.0013390845023307115,4,128,False,0.0,0.0001,0.0003,2.0,True,False,True,1.0,133,139,17,3
0.07164588570594788,1.491556800510953e-06,1.1809623743290495e-06,0.001232906505010015,4,128,False,0.0,0.0001,0.0003,2.0,True,True,False,0.5,141,140,17,4
0.071516253054142,1.294026411546921e-06,1.1857846204032189e-06,0.0014213789425869643,4,128,False,0.0,0.0001,0.0003,2.0,True,True,False,1.0,215,141,17,5
0.07236979901790619,1.1805021223614879e-06,1.1340303043258064e-06,0.0013469037738921114,4,128,False,0.0,0.0001,0.0003,2.0,True,True,True,0.5,199,142,17,6
0.07742740213871002,1.356542816268644e-06,1.1505191662619198e-06,0.001465004007942764,4,128,False,0.0,0.0001,0.0003,2.0,True,True,True,1.0,88,143,17,7
0.07558269053697586,1.6252166565506404e-06,1.1454659870422054e-06,0.0013404424529743157,3,256,False,0.0,0.0,0.001,2.0,False,False,False,0.5,63,144,18,0
0.07015625387430191,1.289519745008257e-06,1.2141471078510418e-06,0.001486797005725852,3,256,False,0.0,0.0,0.001,2.0,False,False,False,1.0,93,145,18,1
0.0751219391822815,2.4205296304310674e-06,1.472455115411438e-06,0.0013704576865984676,3,256,False,0.0,0.0,0.001,2.0,False,False,True,0.5,89,146,18,2
0.07144566625356674,1.958624186603178e-06,1.1093014845914145e-06,0.0012616095180750949,3,256,False,0.0,0.0,0.001,2.0,False,False,True,1.0,56,147,18,3
0.08114241063594818,1.3497007808076741e-06,1.6149989998416995e-06,0.0013951077753711213,3,256,False,0.0,0.0,0.001,2.0,False,True,False,0.5,23,148,18,4
0.07656094431877136,1.9329231042271616e-06,1.4196787333007682e-06,0.0013432102271873788,3,256,False,0.0,0.0,0.001,2.0,False,True,False,1.0,41,149,18,5
0.07387885451316833,2.32291762557286e-06,1.2047253308693051e-06,0.0014224371423974685,3,256,False,0.0,0.0,0.001,2.0,False,True,True,0.5,117,150,18,6
0.07454946637153625,2.2519905416277476e-06,1.3594784899974578e-06,0.001261171660417983,3,256,False,0.0,0.0,0.001,2.0,False,True,True,1.0,87,151,18,7
0.07478121668100357,1.6513908502413163e-06,1.4872202172069178e-06,0.0017387309022573708,3,256,False,0.0,0.0,0.001,2.0,True,False,False,0.5,84,152,19,0
0.07383054494857788,2.293206797416103e-06,1.3389186293351882e-06,0.0013307334345557661,3,256,False,0.0,0.0,0.001,2.0,True,False,False,1.0,75,153,19,1
0.06883712112903595,2.712801636537303e-06,1.1854436555226235e-06,0.0014494321884903599,3,256,False,0.0,0.0,0.001,2.0,True,False,True,0.5,148,154,19,2
0.07264254987239838,1.6396719716203854e-06,1.0969000060851533e-06,0.0012297988526429546,3,256,False,0.0,0.0,0.001,2.0,True,False,True,1.0,75,155,19,3
0.07855235040187836,1.6741889859727584e-06,1.914914557304366e-06,0.0022715295446605996,3,256,False,0.0,0.0,0.001,2.0,True,True,False,0.5,47,156,19,4
0.07520123571157455,2.0304661917908155e-06,1.230098452966648e-06,0.001201704704288108,3,256,False,0.0,0.0,0.001,2.0,True,True,False,1.0,76,157,19,5
0.07553572207689285,2.0220196543277067e-06,1.5011616303856122e-06,0.0014729418010029872,3,256,False,0.0,0.0,0.001,2.0,True,True,True,0.5,52,158,19,6
0.08185867220163345,2.610628425209051e-06,1.2965966208833864e-06,0.0014500299520870288,3,256,False,0.0,0.0,0.001,2.0,True,True,True,1.0,22,159,19,7
